time,ctdpf_ckl_seawater_pressure,ctdpf_ckl_seawater_temperature,practical_salinity,density,depth_m
8/18/2018 8:00:37.0,168.61,4.727,34.90725508,1028.416427,166.952257
8/18/2018 8:00:38.0,168.55,4.7311,34.91020928,1028.41801,166.8928711
8/18/2018 8:00:39.0,168.53,4.7332,34.90871074,1028.416484,166.8730759
8/18/2018 8:00:40.0,168.61,4.7441,34.9101531,1028.416718,166.952257
8/18/2018 8:00:41.0,168.61,4.7464,34.90890042,1028.415456,166.952257
8/18/2018 8:00:42.0,168.51,4.7467,34.90863809,1028.41475,166.8532806
8/18/2018 8:00:43.0,168.62,4.7468,34.90882433,1028.415395,166.9621546
8/18/2018 8:00:44.0,168.59,4.7475,34.90892061,1028.41525,166.9324617
8/18/2018 8:00:45.0,168.5,4.7448,34.90772542,1028.414204,166.8433829
8/18/2018 8:00:46.0,168.62,4.7408,34.91000241,1028.417032,166.9621546
8/18/2018 8:00:47.0,168.56,4.7333,34.90660575,1028.414943,166.9027688
8/18/2018 8:00:48.0,168.47,4.738,34.91209446,1028.418325,166.81369
8/18/2018 8:00:49.0,168.6,4.7464,34.90937236,1028.415783,166.9423594
8/18/2018 8:00:50.0,168.54,4.7497,34.90943286,1028.415166,166.8829735
8/18/2018 8:00:51.0,168.57,4.7503,34.90925241,1028.415092,166.9126664
8/18/2018 8:00:52.0,168.58,4.7501,34.9093408,1028.415231,166.9225641
8/18/2018 8:00:53.0,168.55,4.7482,34.90937215,1028.415341,166.8928711
8/18/2018 8:00:54.0,168.61,4.7491,34.90897685,1028.415199,166.952257
8/18/2018 8:00:55.1,168.43,4.7485,34.90958707,1028.414921,166.7740994
8/18/2018 8:00:56.1,168.6,4.7478,34.90953296,1028.415746,166.9423594
8/18/2018 8:00:57.1,168.56,4.7514,34.91066692,1028.416037,166.9027688
8/18/2018 8:00:58.1,168.53,4.7512,34.90879369,1028.414438,166.8730759
8/18/2018 8:00:59.1,168.57,4.7513,34.91006693,1028.41562,166.9126664
8/18/2018 8:01:00.1,168.5,4.7506,34.90874085,1028.414328,166.8433829
8/18/2018 8:01:01.1,168.62,4.7513,34.91004032,1028.41583,166.9621546
8/18/2018 8:01:02.1,168.51,4.7516,34.90955005,1028.414897,166.8532806
8/18/2018 8:01:03.1,168.59,4.7507,34.90998749,1028.41572,166.9324617
8/18/2018 8:01:04.1,168.59,4.7496,34.90986137,1028.415749,166.9324617
8/18/2018 8:01:05.1,168.49,4.7489,34.91053421,1028.415902,166.8334853
8/18/2018 8:01:06.1,168.62,4.7491,34.9103713,1028.41635,166.9621546
8/18/2018 8:01:07.1,168.49,4.7498,34.91052075,1028.415785,166.8334853
8/18/2018 8:01:08.1,168.56,4.7476,34.90976461,1028.415768,166.9027688
8/18/2018 8:01:09.1,168.57,4.7466,34.91022786,1028.416299,166.9126664
8/18/2018 8:01:10.1,168.54,4.7515,34.91010582,1028.415488,166.8829735
8/18/2018 8:01:11.1,168.63,4.7526,34.91006738,1028.415745,166.9720523
8/18/2018 8:01:12.1,168.51,4.751,34.9101811,1028.415468,166.8532806
8/18/2018 8:01:13.1,168.66,4.7369,34.90614951,1028.414622,167.0017452
8/18/2018 8:01:14.1,168.53,4.7411,34.9138183,1028.419604,166.8730759
8/18/2018 8:01:15.1,168.64,4.7508,34.91078885,1028.416574,166.9819499
8/18/2018 8:01:16.1,168.52,4.7456,34.90792326,1028.414359,166.8631782
8/18/2018 8:01:17.1,168.56,4.7398,34.9082861,1028.415512,166.9027688
8/18/2018 8:01:18.1,168.62,4.7403,34.91006169,1028.417138,166.9621546
8/18/2018 8:01:19.1,168.5,4.7403,34.90895882,1028.415709,166.8433829
8/18/2018 8:01:20.1,168.65,4.7391,34.90850783,1028.416186,166.9918476
8/18/2018 8:01:21.1,168.49,4.7378,34.90914379,1028.416103,166.8334853
8/18/2018 8:01:22.1,168.59,4.7356,34.90755429,1028.415564,166.9324617
8/18/2018 8:01:23.1,168.58,4.7377,34.90920107,1028.416576,166.9225641
8/18/2018 8:01:24.1,168.54,4.7385,34.90803076,1028.41537,166.8829735
8/18/2018 8:01:25.1,168.57,4.7406,34.90860599,1028.415718,166.9126664
8/18/2018 8:01:26.1,168.5,4.7406,34.9088766,1028.415609,166.8433829
8/18/2018 8:01:27.1,168.6,4.7311,34.9076152,1028.416186,166.9423594
8/18/2018 8:01:28.1,168.51,4.7304,34.90828287,1028.416381,166.8532806
8/18/2018 8:01:29.1,168.6,4.7338,34.91060953,1028.418242,166.9423594
8/18/2018 8:01:30.1,168.52,4.7394,34.90814478,1028.415262,166.8631782
8/18/2018 8:01:31.1,168.54,4.7445,34.9097696,1028.416044,166.8829735
8/18/2018 8:01:32.1,168.63,4.7444,34.90866027,1028.415593,166.9720523
8/18/2018 8:01:33.1,168.51,4.7431,34.90880826,1028.415308,166.8532806
8/18/2018 8:01:34.1,168.6,4.7493,34.91028823,1028.416168,166.9423594
8/18/2018 8:01:35.1,168.53,4.7518,34.90979561,1028.415161,166.8730759
8/18/2018 8:01:36.1,168.62,4.7518,34.90928116,1028.41517,166.9621546
8/18/2018 8:01:37.1,168.45,4.7521,34.90975594,1028.414724,166.7938947
8/18/2018 8:01:38.1,168.58,4.7514,34.90948986,1028.415197,166.9225641
8/18/2018 8:01:39.1,168.53,4.7514,34.91021632,1028.415541,166.8730759
8/18/2018 8:01:40.1,168.6,4.751,34.91013321,1028.415846,166.9423594
8/18/2018 8:01:41.1,168.58,4.7446,34.90719324,1028.414176,166.9225641
8/18/2018 8:01:42.1,168.6,4.7452,34.9106346,1028.416924,166.9423594
8/18/2018 8:01:43.1,168.56,4.7478,34.91048746,1028.416317,166.9027688
8/18/2018 8:01:44.1,168.51,4.7451,34.90845449,1028.414793,166.8532806
8/18/2018 8:01:45.1,168.6,4.7433,34.90924997,1028.41605,166.9423594
8/18/2018 8:01:46.1,168.51,4.7427,34.90981235,1028.41615,166.8532806
8/18/2018 8:01:47.1,168.55,4.7482,34.9097221,1028.415618,166.8928711
8/18/2018 8:01:48.1,168.53,4.7445,34.90662507,1028.413506,166.8730759
8/18/2018 8:01:49.1,168.56,4.742,34.91098876,1028.417395,166.9027688
8/18/2018 8:01:50.1,168.58,4.748,34.91096636,1028.416766,166.9225641
8/18/2018 8:01:51.1,168.56,4.7505,34.9096306,1028.415322,166.9027688
8/18/2018 8:01:52.1,168.55,4.7451,34.90889984,1028.41533,166.8928711
8/18/2018 8:01:53.1,168.62,4.7507,34.9104381,1028.416215,166.9621546
8/18/2018 8:01:54.1,168.51,4.7507,34.90944685,1028.414921,166.8532806
8/18/2018 8:01:55.1,168.67,4.7504,34.90979388,1028.415971,167.0116428
8/18/2018 8:01:56.1,168.54,4.75,34.90993384,1028.415528,166.8829735
8/18/2018 8:01:57.1,168.63,4.7517,34.91054741,1028.416231,166.9720523
8/18/2018 8:01:58.1,168.5,4.7507,34.90840239,1028.414048,166.8433829
8/18/2018 8:01:59.1,168.66,4.7515,34.91004196,1028.415992,167.0017452
8/18/2018 8:02:00.1,168.48,4.7523,34.91022945,1028.415215,166.8235876
8/18/2018 8:02:01.1,168.61,4.7525,34.9101832,1028.415756,166.952257
8/18/2018 8:02:02.1,168.56,4.7523,34.91065343,1028.41592,166.9027688
8/18/2018 8:02:03.1,168.73,4.7521,34.91030677,1028.416455,167.0710286
8/18/2018 8:02:04.1,168.63,4.7522,34.91048808,1028.416125,166.9720523
8/18/2018 8:02:05.1,168.82,4.7513,34.91016717,1028.416855,167.1601073
8/18/2018 8:02:06.1,168.81,4.748,34.90979409,1028.416901,167.1502097
8/18/2018 8:02:07.1,169.01,4.7487,34.91070112,1028.418462,167.3481622
8/18/2018 8:02:08.1,169.03,4.7482,34.90969994,1028.41782,167.3679575
8/18/2018 8:02:09.1,169.28,4.7478,34.90975432,1028.419066,167.6153978
8/18/2018 8:02:10.1,169.31,4.7481,34.91023936,1028.419553,167.6450906
8/18/2018 8:02:11.1,169.63,4.7486,34.9101264,1028.420884,167.9618138
8/18/2018 8:02:12.1,169.68,4.7482,34.90923738,1028.420458,168.0113018
8/18/2018 8:02:13.1,169.97,4.7461,34.90895878,1028.421825,168.2983316
8/18/2018 8:02:14.1,170.05,4.7425,34.9086197,1028.422349,168.3775122
8/18/2018 8:02:15.1,170.42,4.7394,34.90841685,1028.424263,168.743722
8/18/2018 8:02:16.1,170.52,4.739,34.9101845,1028.426172,168.8426976
8/18/2018 8:02:17.1,170.85,4.7397,34.90833911,1028.426154,169.1693164
8/18/2018 8:02:18.1,171.05,4.7342,34.90876768,1028.428064,169.367267
8/18/2018 8:02:19.1,171.32,4.731,34.9072059,1028.42845,169.6344999
8/18/2018 8:02:20.1,171.49,4.7146,34.90604474,1028.430238,169.8027575
8/18/2018 8:02:21.1,171.83,4.696,34.90336718,1028.431865,170.1392723
8/18/2018 8:02:22.1,172.06,4.675,34.90210024,1028.434376,170.3669144
8/18/2018 8:02:23.1,172.38,4.6305,34.8946523,1028.435133,170.6836334
8/18/2018 8:02:24.1,172.59,4.5928,34.89692455,1028.442275,170.8914799
8/18/2018 8:02:25.1,172.96,4.5714,34.89785054,1028.447194,171.2576852
8/18/2018 8:02:26.1,173.18,4.5637,34.89952478,1028.450428,171.4754286
8/18/2018 8:02:27.1,173.44,4.5582,34.89627824,1028.449692,171.7327614
8/18/2018 8:02:28.1,173.73,4.5587,34.89735412,1028.451829,172.0197861
8/18/2018 8:02:29.1,174,4.5565,34.89343443,1028.450226,172.2870156
8/18/2018 8:02:30.1,174.32,4.5466,34.8929187,1028.452438,172.6037316
8/18/2018 8:02:31.1,174.58,4.545,34.89352924,1028.45431,172.8610629
8/18/2018 8:02:32.1,174.82,4.5401,34.89200261,1028.454775,173.0985993
8/18/2018 8:02:33.1,175.2,4.5379,34.89212633,1028.456885,173.474698
8/18/2018 8:02:34.1,175.36,4.5371,34.89124271,1028.457017,173.6330551
8/18/2018 8:02:35.1,175.74,4.5373,34.8911803,1028.458703,174.0091529
8/18/2018 8:02:36.1,175.98,4.5457,34.89286288,1028.46018,174.2466879
8/18/2018 8:02:37.1,176.31,4.552,34.89260753,1028.460779,174.5732981
8/18/2018 8:02:38.2,176.56,4.5543,34.89075169,1028.4602,174.8207298
8/18/2018 8:02:39.2,176.92,4.5491,34.8897123,1028.461641,175.1770308
8/18/2018 8:02:40.2,177.07,4.5437,34.8898164,1028.463041,175.3254894
8/18/2018 8:02:41.2,177.5,4.5336,34.88698737,1028.463951,175.7510701
8/18/2018 8:02:42.2,177.64,4.526,34.88824334,1028.466469,175.889631
8/18/2018 8:02:43.2,178.05,4.5251,34.88838688,1028.468584,176.2954162
8/18/2018 8:02:44.2,178.23,4.5248,34.88848976,1028.469534,176.4735655
8/18/2018 8:02:45.2,178.64,4.5262,34.88784931,1028.470763,176.8793495
8/18/2018 8:02:46.2,178.78,4.526,34.88810271,1028.471635,177.0179097
8/18/2018 8:02:47.2,179.18,4.5249,34.88693755,1028.472689,177.4137954
8/18/2018 8:02:48.2,179.38,4.5159,34.88494454,1028.47307,177.611738
8/18/2018 8:02:49.2,179.7,4.5051,34.88455007,1028.475479,177.9284458
8/18/2018 8:02:50.2,180,4.4881,34.88014084,1028.475322,178.2253588
8/18/2018 8:02:51.2,180.23,4.4611,34.88032694,1028.479625,178.4529919
8/18/2018 8:02:52.2,180.57,4.4438,34.87984281,1028.482792,178.7894925
8/18/2018 8:02:53.2,180.81,4.4373,34.88117114,1028.485698,179.027022
8/18/2018 8:02:54.2,181.1,4.4363,34.88124886,1028.487216,179.3140364
8/18/2018 8:02:55.2,181.33,4.438,34.88050573,1028.487498,179.5416683
8/18/2018 8:02:56.2,181.71,4.4355,34.87918002,1028.488492,179.9177551
8/18/2018 8:02:57.2,181.94,4.4284,34.87703104,1028.488662,180.1453863
8/18/2018 8:02:58.2,182.25,4.4191,34.87598559,1028.490328,180.4521932
8/18/2018 8:02:59.2,182.47,4.4085,34.87506626,1028.491825,180.6699268
8/18/2018 8:03:00.2,182.87,4.4012,34.87562224,1028.494948,181.0658055
8/18/2018 8:03:01.2,183,4.4025,34.87700317,1028.496497,181.1944659
8/18/2018 8:03:02.2,183.42,4.4031,34.87684989,1028.498253,181.6101374
8/18/2018 8:03:03.2,183.57,4.4107,34.87803468,1028.499022,181.7585914
8/18/2018 8:03:04.2,183.97,4.4157,34.8766552,1028.499212,182.1544679
8/18/2018 8:03:05.2,184.09,4.4151,34.87569539,1028.499075,182.2732308
8/18/2018 8:03:06.2,184.48,4.4163,34.87586548,1028.500879,182.6592095
8/18/2018 8:03:07.2,184.64,4.4235,34.87711336,1028.501789,182.8175595
8/18/2018 8:03:08.2,185.05,4.4279,34.87612702,1028.502404,183.2233309
8/18/2018 8:03:09.2,185.17,4.4292,34.87586563,1028.502604,183.3420931
8/18/2018 8:03:10.2,185.6,4.4299,34.87560139,1028.504306,183.7676572
8/18/2018 8:03:11.2,185.84,4.4296,34.87555442,1028.505414,184.0051809
8/18/2018 8:03:12.2,186.15,4.4295,34.87549388,1028.506813,184.3119819
8/18/2018 8:03:13.2,186.49,4.429,34.87583972,1028.508718,184.6484729
8/18/2018 8:03:14.2,186.67,4.4283,34.87483622,1028.508836,184.826615
8/18/2018 8:03:15.2,187.03,4.4232,34.87403198,1028.510447,185.1828986
8/18/2018 8:03:16.2,187.19,4.4165,34.87420114,1028.512086,185.3412467
8/18/2018 8:03:17.2,187.57,4.4139,34.87462649,1028.514479,185.7173229
8/18/2018 8:03:18.2,187.8,4.4125,34.87468806,1028.515752,185.9449476
8/18/2018 8:03:19.2,188.18,4.4114,34.87446992,1028.517464,186.3210227
8/18/2018 8:03:20.2,188.4,4.4104,34.8747025,1028.518781,186.5387501
8/18/2018 8:03:21.2,188.72,4.4091,34.87496309,1028.520618,186.855444
8/18/2018 8:03:22.2,188.87,4.4093,34.87537729,1028.521618,187.0038941
8/18/2018 8:03:23.2,189.3,4.4103,34.87550209,1028.523594,187.4294505
8/18/2018 8:03:24.2,189.48,4.4083,34.87563608,1028.524762,187.6075902
8/18/2018 8:03:25.2,189.91,4.4048,34.87522052,1028.526822,188.0331453
8/18/2018 8:03:26.2,190.04,4.4032,34.87542928,1028.527772,188.1618014
8/18/2018 8:03:27.2,190.43,4.403,34.87613748,1028.530162,188.547769
8/18/2018 8:03:28.2,190.56,4.4086,34.87756377,1028.531257,188.6764247
8/18/2018 8:03:29.2,191.03,4.4092,34.8762073,1028.532289,189.1415639
8/18/2018 8:03:30.2,191.13,4.4091,34.87743584,1028.533738,189.2405296
8/18/2018 8:03:31.2,191.57,4.4136,34.87797512,1028.53569,189.6759779
8/18/2018 8:03:32.2,191.67,4.4166,34.87804599,1028.535867,189.7749433
8/18/2018 8:03:33.2,192.16,4.4197,34.87815497,1028.537868,190.259873
8/18/2018 8:03:34.2,192.23,4.4213,34.87830919,1028.538132,190.3291486
8/18/2018 8:03:35.2,192.71,4.4226,34.87809013,1028.540032,190.8041805
8/18/2018 8:03:36.2,192.86,4.4222,34.87807944,1028.540764,190.9526278
8/18/2018 8:03:37.2,193.22,4.4172,34.87787535,1028.54284,191.3089008
8/18/2018 8:03:38.2,193.39,4.4136,34.87794071,1028.544089,191.4771406
8/18/2018 8:03:39.2,193.75,4.4121,34.87815603,1028.546098,191.8334126
8/18/2018 8:03:40.2,193.96,4.4122,34.87887894,1028.547632,192.0412377
8/18/2018 8:03:41.2,194.34,4.4135,34.87894881,1028.549298,192.4173016
8/18/2018 8:03:42.2,194.54,4.4157,34.87945828,1028.550377,192.6152297
8/18/2018 8:03:43.2,194.94,4.4149,34.87903039,1028.551981,193.0110853
8/18/2018 8:03:44.2,195.11,4.4136,34.87913632,1028.553001,193.1793237
8/18/2018 8:03:45.2,195.47,4.4118,34.87943337,1028.555108,193.5355928
8/18/2018 8:03:46.2,195.66,4.4098,34.87979753,1028.556505,193.7236235
8/18/2018 8:03:47.2,196.01,4.4079,34.87997028,1028.558479,194.0699953
8/18/2018 8:03:48.2,196.31,4.4082,34.88043373,1028.560201,194.366885
8/18/2018 8:03:49.2,196.56,4.4102,34.88030432,1028.561028,194.6142927
8/18/2018 8:03:50.2,196.86,4.4141,34.88143453,1028.562868,194.9111816
8/18/2018 8:03:51.2,197.05,4.4223,34.88325569,1028.564255,195.099211
8/18/2018 8:03:52.2,197.47,4.4285,34.88224382,1028.564688,195.5148543
8/18/2018 8:03:53.2,197.66,4.429,34.88208429,1028.565384,195.7028832
8/18/2018 8:03:54.2,198.02,4.4285,34.88124375,1028.566441,196.0591479
8/18/2018 8:03:55.2,198.21,4.4263,34.88158426,1028.567842,196.2471762
8/18/2018 8:03:56.2,198.59,4.4158,34.8804761,1028.569923,196.6232324
8/18/2018 8:03:57.2,198.78,4.4121,34.88134238,1028.571912,196.8112602
8/18/2018 8:03:58.2,199.19,4.4106,34.88176634,1028.574317,197.2170039
8/18/2018 8:03:59.2,199.31,4.4098,34.88137086,1028.574651,197.335758
8/18/2018 8:04:00.2,199.76,4.4075,34.88097158,1028.57668,197.7810853
8/18/2018 8:04:01.2,199.92,4.406,34.88164713,1028.578127,197.9394236
8/18/2018 8:04:02.2,200.25,4.4121,34.88443668,1028.58117,198.265996
8/18/2018 8:04:03.2,200.58,4.4227,34.88458794,1028.581606,198.592568
8/18/2018 8:04:04.2,200.79,4.4331,34.88677699,1028.583124,198.8003862
8/18/2018 8:04:05.2,201.17,4.4497,34.88961182,1028.585227,199.1764377
8/18/2018 8:04:06.2,201.32,4.4727,34.89438181,1028.587061,199.3248789
8/18/2018 8:04:07.2,201.75,4.5007,34.89430102,1028.585763,199.7504097
8/18/2018 8:04:08.2,201.9,4.5158,34.89412911,1028.584578,199.8988505
8/18/2018 8:04:09.2,202.29,4.5217,34.89356199,1028.58525,200.284796
8/18/2018 8:04:10.2,202.48,4.5219,34.89371872,1028.58623,200.4728204
8/18/2018 8:04:11.2,202.85,4.5221,34.89506955,1028.588989,200.8389728
8/18/2018 8:04:12.2,203.14,4.5226,34.89602933,1028.591033,201.1259567
8/18/2018 8:04:13.2,203.37,4.5237,34.89580173,1028.59179,201.3535643
8/18/2018 8:04:14.2,203.71,4.5229,34.89611219,1028.593701,201.6900273
8/18/2018 8:04:15.2,203.87,4.5221,34.89628421,1028.59467,201.8483626
8/18/2018 8:04:16.2,204.3,4.5202,34.89629949,1028.59689,202.2738882
8/18/2018 8:04:17.2,204.49,4.5196,34.8977694,1028.599003,202.4619108
8/18/2018 8:04:18.2,204.86,4.5212,34.8978779,1028.600616,202.8280597
8/18/2018 8:04:19.2,205.07,4.5216,34.89804753,1028.601675,203.0358736
8/18/2018 8:04:20.2,205.48,4.5218,34.89855594,1028.603951,203.441605
8/18/2018 8:04:21.2,205.57,4.5234,34.8986966,1028.604294,203.5306678
8/18/2018 8:04:22.3,206.02,4.5252,34.89878586,1028.606237,203.9759816
8/18/2018 8:04:23.3,206.16,4.5257,34.89877007,1028.606815,204.1145235
8/18/2018 8:04:24.3,206.58,4.5262,34.89837021,1028.608382,204.5301485
8/18/2018 8:04:25.3,206.74,4.5245,34.89878802,1028.60965,204.6884816
8/18/2018 8:04:26.3,207.12,4.5241,34.89900709,1028.611627,205.0645223
8/18/2018 8:04:27.3,207.27,4.524,34.89961892,1028.612818,205.2129593
8/18/2018 8:04:28.3,207.66,4.5235,34.8995863,1028.614653,205.5988947
8/18/2018 8:04:29.3,207.85,4.5233,34.89934399,1028.615363,205.7869143
8/18/2018 8:04:30.3,208.26,4.5214,34.89937016,1028.6175,206.1926402
8/18/2018 8:04:31.3,208.45,4.5202,34.89936175,1028.618511,206.3806593
8/18/2018 8:04:32.3,208.87,4.5197,34.89943041,1028.620565,206.7962797
8/18/2018 8:04:33.3,209.01,4.5166,34.89887256,1028.62113,206.9348197
8/18/2018 8:04:34.3,209.39,4.5139,34.89928942,1028.62353,207.3108562
8/18/2018 8:04:35.3,209.55,4.5117,34.90011743,1028.62518,207.4691872
8/18/2018 8:04:36.3,209.88,4.5147,34.90111649,1028.627151,207.7957445
8/18/2018 8:04:37.3,210.22,4.5161,34.90156935,1028.628921,208.1321969
8/18/2018 8:04:38.3,210.41,4.5158,34.90108059,1028.629447,208.3202141
8/18/2018 8:04:39.3,210.79,4.5141,34.9006771,1028.631081,208.6962481
8/18/2018 8:04:40.3,210.99,4.5097,34.90075483,1028.632577,208.8941605
8/18/2018 8:04:41.3,211.38,4.5068,34.90067342,1028.634651,209.2800891
8/18/2018 8:04:42.3,211.53,4.504,34.90120128,1028.636087,209.4285229
8/18/2018 8:04:43.3,211.95,4.5014,34.9003177,1028.63763,209.8441372
8/18/2018 8:04:44.3,212.14,4.4974,34.90091694,1028.639446,210.0321529
8/18/2018 8:04:45.3,212.45,4.4953,34.90167671,1028.641724,210.338915
8/18/2018 8:04:46.3,212.7,4.4929,34.90184622,1028.643292,210.5863034
8/18/2018 8:04:47.3,213.01,4.492,34.90180892,1028.6448,210.8930647
8/18/2018 8:04:48.3,213.31,4.4914,34.90251672,1028.646818,211.1899299
8/18/2018 8:04:49.3,213.52,4.4912,34.90202875,1028.647425,211.3977354
8/18/2018 8:04:50.3,213.91,4.4915,34.90279492,1028.649802,211.7836592
8/18/2018 8:04:51.3,214.08,4.4939,34.90322263,1028.65065,211.9518822
8/18/2018 8:04:52.3,214.48,4.4942,34.9028097,1028.652138,212.3477005
8/18/2018 8:04:53.3,214.68,4.4941,34.90269105,1028.65298,212.5456093
8/18/2018 8:04:54.3,215.05,4.4924,34.90229241,1028.654572,212.9117402
8/18/2018 8:04:55.3,215.21,4.4931,34.90311133,1028.65588,213.0700668
8/18/2018 8:04:56.3,215.64,4.4919,34.9026224,1028.65762,213.4955691
8/18/2018 8:04:57.3,215.76,4.4924,34.90261743,1028.658113,213.6143137
8/18/2018 8:04:58.3,216.19,4.4929,34.90279901,1028.660188,214.0398149
8/18/2018 8:04:59.3,216.35,4.4897,34.90198296,1028.660651,214.1981406
8/18/2018 8:05:00.3,216.74,4.4901,34.90264364,1028.662932,214.5840592
8/18/2018 8:05:01.3,216.94,4.4826,34.90000562,1028.662633,214.7819659
8/18/2018 8:05:02.3,217.31,4.4778,34.90158752,1028.666152,215.1480927
8/18/2018 8:05:03.3,217.48,4.4793,34.90202662,1028.667113,215.3163129
8/18/2018 8:05:04.3,217.85,4.4778,34.90153386,1028.668607,215.6824388
8/18/2018 8:05:05.3,218.11,4.4759,34.90152209,1028.670019,215.9397161
8/18/2018 8:05:06.3,218.36,4.4731,34.90011723,1028.670385,216.1870978
8/18/2018 8:05:07.3,218.71,4.4699,34.90049022,1028.672669,216.5334316
8/18/2018 8:05:08.3,218.93,4.4692,34.90087684,1028.674074,216.7511269
8/18/2018 8:05:09.3,219.27,4.4695,34.90120052,1028.675868,217.0875646
8/18/2018 8:05:10.3,219.51,4.4693,34.90069626,1028.676601,217.3250497
8/18/2018 8:05:11.3,219.84,4.4684,34.90029575,1028.677914,217.6515912
8/18/2018 8:05:12.3,220.05,4.466,34.89989879,1028.678848,217.8593901
8/18/2018 8:05:13.3,220.42,4.4595,34.89986909,1028.681285,218.2255115
8/18/2018 8:05:14.3,220.64,4.4549,34.8982652,1028.681562,218.4432049
8/18/2018 8:05:15.3,220.99,4.4455,34.89872272,1028.684626,218.789535
8/18/2018 8:05:16.3,221.15,4.4423,34.89966661,1028.686483,218.9478571
8/18/2018 8:05:17.3,221.5,4.4408,34.89965356,1028.688264,219.2941862
8/18/2018 8:05:18.3,221.76,4.4396,34.89878409,1028.688916,219.551459
8/18/2018 8:05:19.3,222.09,4.4357,34.89826076,1028.690476,219.877997
8/18/2018 8:05:20.3,222.34,4.4297,34.89835252,1028.692395,220.1253739
8/18/2018 8:05:21.3,222.71,4.4272,34.89797418,1028.694095,220.4914912
8/18/2018 8:05:22.3,222.91,4.4262,34.89798312,1028.695142,220.6893922
8/18/2018 8:05:23.3,223.23,4.425,34.89813915,1028.696884,221.0060333
8/18/2018 8:05:24.3,223.51,4.4242,34.89765885,1028.69789,221.2830939
8/18/2018 8:05:25.3,223.79,4.4223,34.89728244,1028.699105,221.5601542
8/18/2018 8:05:26.3,224.04,4.4204,34.89750991,1028.70066,221.8075291
8/18/2018 8:05:27.3,224.34,4.4191,34.89672396,1028.701575,222.1043785
8/18/2018 8:05:28.3,224.57,4.4146,34.89665157,1028.703098,222.3319629
8/18/2018 8:05:29.3,224.93,4.4128,34.89718484,1028.705393,222.6881813
8/18/2018 8:05:30.3,225.15,4.4124,34.89713699,1028.706419,222.90587
8/18/2018 8:05:31.3,225.53,4.4114,34.89693187,1028.708129,223.2818772
8/18/2018 8:05:32.3,225.66,4.409,34.89634031,1028.708537,223.4105111
