time,Salinity,Temperature,Chlorophyll_a,Nitrate,Longwave Irradiance,Shortwave Irradiance,Wind Speed
2016-03-05,,,,,287.51,164.00,8.99
2016-03-06,,,,,286.71,186.88,1.55
2016-03-07,,,,,298.17,180.51,4.42
2016-03-08,,,,,300.50,195.99,3.86
2016-03-09,,,,,300.70,197.84,4.99
2016-03-10,,,,,306.42,193.93,6.45
2016-03-11,,,,,317.93,174.32,4.59
2016-03-12,,,,,328.70,153.71,3.37
2016-03-13,,,,,333.20,144.17,5.39
2016-03-14,,,,,332.75,140.77,8.16
2016-03-15,,,,,324.60,156.50,5.74
2016-03-16,,,,,323.35,152.99,6.73
2016-03-17,,,,,323.62,139.29,4.06
2016-03-18,,,,,319.68,148.86,6.59
2016-03-19,,,,,302.22,174.91,4.89
2016-03-20,,,,,297.35,189.65,7.73
2016-03-21,,,,,295.87,192.75,9.72
2016-03-22,,,,,307.01,174.80,9.37
2016-03-23,,,,,313.59,174.49,8.84
2016-03-24,,,,,315.31,185.24,4.92
2016-03-25,,,,,320.61,182.62,5.89
2016-03-26,,,,,323.66,187.47,7.03
2016-03-27,,,,,316.02,193.33,3.95
2016-03-28,,,,,316.74,197.24,6.97
2016-03-29,,,,,319.18,191.73,10.95
2016-03-30,,,,,323.81,170.30,6.07
2016-03-31,,,,,321.41,173.61,6.26
2016-04-01,,,,,315.62,177.51,8.23
2016-04-02,,,,,320.06,157.77,5.46
2016-04-03,,,,,318.52,158.18,11.04
2016-04-04,,,,,321.71,142.87,5.66
2016-04-05,,,,,309.75,169.07,9.60
2016-04-06,,,,,299.13,177.72,4.76
2016-04-07,,,,,294.01,196.39,8.88
2016-04-08,,,,,293.28,205.06,7.42
2016-04-09,,,,,300.90,202.68,5.96
2016-04-10,,,,,305.94,210.09,7.45
2016-04-11,,,,,294.38,241.73,5.89
2016-04-12,,,,,289.39,249.16,5.62
2016-04-13,,,,,290.36,256.42,7.13
2016-04-14,,,,,292.05,258.84,7.91
2016-04-15,,,,,289.56,275.62,7.89
2016-04-16,,,,,282.35,291.54,9.61
2016-04-17,,,,,280.67,292.03,7.78
2016-04-18,,,,,283.13,290.05,2.58
2016-04-19,,,,,293.98,282.44,4.96
2016-04-20,,,,,304.35,271.65,5.14
2016-04-21,,,,,303.58,272.22,4.49
2016-04-22,,,,,306.80,257.58,5.24
2016-04-23,,,,,312.03,244.07,4.97
2016-04-24,,,,,320.81,223.86,5.11
2016-04-25,,,,,322.89,210.03,3.84
2016-04-26,,,,,322.66,206.22,4.08
2016-04-27,,,,,314.31,241.05,3.54
2016-04-28,,,,,321.30,209.01,5.18
2016-04-29,,,,,328.69,206.36,7.39
2016-04-30,,,,,330.48,192.43,6.17
2016-05-01,,,,,334.40,175.00,4.53
2016-05-02,,,,,343.51,150.90,3.69
2016-05-03,,,,,346.28,142.91,5.25
2016-05-04,,,,,351.98,127.97,7.39
2016-05-05,,,,,354.86,136.39,9.54
2016-05-06,,,,,344.48,151.93,8.45
2016-05-07,,,,,336.66,179.50,4.13
2016-05-08,,,,,326.90,216.06,3.89
2016-05-09,,,,,320.18,258.53,6.11
2016-05-10,,,,,321.11,265.43,4.19
2016-05-11,,,,,324.86,240.97,3.67
2016-05-12,,,,,321.75,253.18,2.18
2016-05-13,,,,,327.67,244.25,3.29
2016-05-14,,,,,,,4.56
2016-05-15,,,,,,,
2016-05-16,,,,,,,
2016-05-17,,,,,,,
2016-05-18,,,,,,,
2016-05-19,,,,,,,
2016-05-20,,,,,,,
2016-05-21,,,,,,,
2016-05-22,,,,,,,
2016-05-23,,,,,,,
2016-05-24,,,,,,,
2016-05-25,,,,,,,
2016-05-26,,,,,,,
2016-05-27,33.70,13.10,0.68,,,,
2016-05-28,34.04,13.68,0.71,,,,5.60
2016-05-29,34.19,14.02,0.63,,369.78,305.60,3.65
2016-05-30,34.63,14.92,0.58,,369.41,284.99,4.71
2016-05-31,34.60,15.17,0.60,,371.43,267.96,3.15
2016-06-01,34.55,15.45,0.54,,375.37,212.48,3.48
2016-06-02,33.94,15.26,0.65,,379.13,190.35,5.20
2016-06-03,34.03,16.03,0.64,,373.71,223.18,4.32
2016-06-04,33.94,15.83,0.71,,372.99,217.18,2.36
2016-06-05,34.21,16.29,0.68,,371.93,209.32,4.56
2016-06-06,34.20,17.41,0.61,,363.92,228.44,5.51
2016-06-07,34.51,18.28,0.51,,352.92,251.65,4.71
2016-06-08,34.09,17.56,0.65,,347.14,246.83,6.61
2016-06-09,33.20,14.09,0.84,,341.51,274.56,9.10
2016-06-10,33.22,14.26,0.87,,335.09,271.90,5.49
2016-06-11,33.03,13.95,0.79,,326.48,299.96,4.36
2016-06-12,32.97,14.15,0.69,,323.98,310.14,5.99
2016-06-13,32.71,13.61,0.85,,330.38,289.17,7.71
2016-06-14,32.81,13.48,0.91,,334.11,286.17,6.34
2016-06-15,32.88,13.50,0.90,,329.93,317.31,5.20
2016-06-16,32.93,13.46,1.27,,327.32,319.70,2.84
2016-06-17,33.02,13.70,1.07,,331.04,325.76,3.63
2016-06-18,33.05,14.44,0.63,,337.47,303.91,2.32
2016-06-19,33.01,14.82,0.46,,344.98,292.01,3.36
2016-06-20,33.06,15.09,0.47,,347.91,287.35,2.66
2016-06-21,33.17,16.18,0.58,,350.39,291.80,6.00
2016-06-22,33.09,16.43,0.68,,352.52,278.58,4.16
2016-06-23,33.23,16.90,0.73,,349.28,294.65,3.05
2016-06-24,33.34,17.02,0.63,,347.30,292.48,2.63
2016-06-25,33.24,17.26,0.53,,348.77,293.96,4.97
2016-06-26,33.19,17.36,0.44,,351.77,293.76,2.50
2016-06-27,33.09,17.29,0.52,,350.32,324.80,3.26
2016-06-28,33.05,17.01,0.75,,353.02,307.81,3.46
2016-06-29,33.02,16.90,0.85,,359.69,303.29,3.39
2016-06-30,33.17,17.72,0.67,,366.31,260.48,2.88
2016-07-01,33.32,18.37,0.49,,368.47,259.82,3.80
2016-07-02,33.26,17.89,0.59,,371.63,257.47,5.48
2016-07-03,33.38,19.16,0.55,,368.14,271.20,4.09
2016-07-04,33.61,19.63,0.52,,371.98,260.58,4.80
2016-07-05,33.76,20.04,0.61,,378.67,246.23,4.93
2016-07-06,33.55,20.15,0.54,,382.08,227.90,3.46
2016-07-07,33.41,19.68,0.49,,387.35,234.27,2.48
2016-07-08,33.36,19.86,0.51,,391.30,224.80,4.66
2016-07-09,33.62,19.89,0.60,,384.57,262.05,6.87
2016-07-10,33.75,20.10,0.53,,381.48,261.82,3.73
2016-07-11,33.90,20.84,0.40,,380.03,256.68,3.41
2016-07-12,34.07,21.23,0.34,,375.90,286.74,2.24
2016-07-13,33.88,21.70,0.30,,374.20,296.15,2.83
2016-07-14,33.93,21.80,0.33,,376.19,295.87,5.23
2016-07-15,34.18,22.60,0.25,,378.86,301.46,5.30
2016-07-16,34.35,23.11,0.23,,383.22,280.86,3.67
2016-07-17,34.67,23.37,0.23,,382.25,284.19,3.45
2016-07-18,34.89,23.44,0.20,,377.56,296.76,5.75
2016-07-19,34.22,23.73,0.24,,374.48,292.46,5.44
2016-07-20,33.95,23.53,0.28,,373.74,308.66,2.70
2016-07-21,33.61,23.19,0.28,,366.92,320.51,4.20
2016-07-22,33.51,23.47,0.22,,366.48,300.75,6.96
2016-07-23,33.49,23.49,0.29,,365.98,308.62,6.25
2016-07-24,33.32,23.36,0.29,,369.36,298.59,4.23
2016-07-25,33.32,23.32,0.32,,372.59,296.55,3.52
2016-07-26,33.26,23.24,0.35,,380.60,260.19,4.73
2016-07-27,33.04,23.52,0.26,,378.73,256.36,3.44
2016-07-28,33.03,23.42,0.28,,385.01,230.49,2.41
2016-07-29,33.02,23.69,0.38,,388.89,233.71,4.39
2016-07-30,32.78,23.72,0.39,,388.54,209.10,3.69
2016-07-31,33.63,24.68,0.19,,384.69,213.24,5.01
2016-08-01,34.62,25.41,0.13,,378.72,220.21,7.18
2016-08-02,35.11,25.59,0.12,,367.39,264.64,7.57
2016-08-03,35.01,25.18,0.09,,370.80,252.16,6.36
2016-08-04,35.05,25.00,0.08,,365.97,280.88,3.56
2016-08-05,35.00,24.92,0.08,,358.31,286.30,2.26
2016-08-06,35.12,25.08,0.08,,354.08,312.96,5.94
2016-08-07,35.11,25.28,0.09,,360.76,288.81,4.06
2016-08-08,34.97,25.25,0.08,,372.25,275.39,3.58
2016-08-09,34.56,24.96,0.09,,381.71,263.13,2.31
2016-08-10,34.06,24.43,0.11,,384.60,271.75,5.02
2016-08-11,33.98,24.71,0.11,,389.96,267.80,6.26
2016-08-12,34.38,24.89,0.10,,394.75,274.98,7.23
2016-08-13,34.50,24.75,0.09,,401.89,262.11,6.19
2016-08-14,34.41,24.93,0.10,,403.60,281.15,5.72
2016-08-15,34.37,25.01,0.11,,401.42,262.06,3.68
2016-08-16,34.35,25.26,0.12,,397.78,266.69,3.61
2016-08-17,33.68,24.79,0.13,,392.22,267.67,7.10
2016-08-18,33.65,24.90,0.15,,387.53,266.83,2.41
2016-08-19,33.55,25.10,0.14,,385.43,267.45,2.05
2016-08-20,33.30,25.12,0.11,,375.62,274.97,4.27
2016-08-21,33.69,25.51,0.11,,368.32,279.55,5.83
2016-08-22,33.68,25.43,0.11,,362.83,299.87,6.52
2016-08-23,33.89,24.94,0.12,,364.82,292.07,5.19
2016-08-24,33.45,24.32,0.12,,365.56,291.75,4.03
2016-08-25,33.43,24.32,0.11,,361.85,291.99,4.29
2016-08-26,33.46,24.47,0.11,,359.98,286.91,5.21
2016-08-27,33.69,24.81,0.12,,362.49,284.99,4.96
2016-08-28,33.62,24.68,0.12,,364.00,279.31,4.09
2016-08-29,33.75,24.75,0.11,,369.46,248.07,4.04
2016-08-30,33.28,23.82,0.12,,364.78,249.35,3.58
2016-08-31,33.36,23.93,0.12,,361.84,219.42,3.53
2016-09-01,33.65,24.58,0.12,,362.39,209.13,3.59
2016-09-02,33.85,24.49,0.14,,366.11,175.71,4.49
2016-09-03,33.83,24.03,0.15,,373.64,166.19,7.08
2016-09-04,33.93,23.43,0.18,,378.40,156.56,10.50
2016-09-05,34.27,22.52,0.35,,379.35,171.03,13.64
2016-09-06,34.49,21.73,0.44,,384.70,160.23,9.59
2016-09-07,34.44,21.52,0.39,,390.30,176.41,6.32
2016-09-08,34.15,21.38,0.33,,394.13,174.98,4.43
2016-09-09,33.78,21.21,0.22,,384.40,210.79,5.57
2016-09-10,33.80,21.45,0.18,,371.77,249.45,4.11
2016-09-11,33.81,21.56,0.17,,366.32,253.77,6.19
2016-09-12,33.91,21.53,0.18,,358.47,266.84,4.50
2016-09-13,34.07,21.63,0.17,,345.76,278.90,2.29
2016-09-14,34.30,21.86,0.15,,339.06,284.63,4.98
2016-09-15,34.55,22.20,0.15,,338.38,287.66,7.25
2016-09-16,34.83,22.40,0.14,,349.20,271.07,5.01
2016-09-17,34.86,22.24,0.13,,362.78,211.43,3.06
2016-09-18,35.06,22.70,0.12,,368.44,200.77,4.63
2016-09-19,35.26,23.20,0.11,,367.18,197.47,4.61
2016-09-20,35.37,23.49,0.11,,372.86,188.41,3.33
2016-09-21,35.29,23.60,0.11,,375.64,168.73,2.34
2016-09-22,35.37,23.95,0.10,,364.64,181.91,4.48
2016-09-23,35.26,23.88,0.10,,350.32,205.25,2.85
2016-09-24,35.13,24.20,0.15,,347.95,198.44,6.89
2016-09-25,35.13,23.95,0.17,,349.74,183.15,5.47
2016-09-26,35.17,23.65,0.14,,357.74,158.07,3.29
2016-09-27,35.14,23.51,0.16,,364.21,134.71,6.08
2016-09-28,35.16,23.39,0.19,,371.26,134.21,6.82
2016-09-29,35.23,23.23,0.22,,386.18,101.49,10.84
2016-09-30,35.27,23.07,0.26,,398.38,71.53,11.71
2016-10-01,35.37,23.09,0.24,,397.02,80.68,5.18
2016-10-02,35.38,23.15,0.18,,393.83,78.86,4.63
2016-10-03,35.45,23.43,0.14,,388.98,97.28,2.76
2016-10-04,35.47,23.29,0.14,,375.38,151.95,8.31
2016-10-05,35.38,23.09,0.17,,365.62,156.96,8.72
2016-10-06,35.27,23.11,0.16,,365.30,146.41,4.64
2016-10-07,35.25,23.03,0.15,,358.64,155.16,3.55
2016-10-08,35.29,22.88,0.13,,347.18,179.29,5.88
2016-10-09,35.30,22.74,0.17,,339.01,198.21,9.53
2016-10-10,35.28,21.52,0.34,,336.23,197.61,11.83
2016-10-11,35.26,20.86,0.42,,340.43,158.40,5.41
2016-10-12,35.35,21.32,0.33,,331.97,160.57,3.85
2016-10-13,35.35,21.31,0.24,,319.82,182.71,4.34
2016-10-14,35.32,21.22,0.31,,322.83,177.07,7.25
2016-10-15,35.34,21.12,0.30,,331.88,161.71,4.10
2016-10-16,35.37,21.11,0.24,,337.60,157.21,4.26
2016-10-17,35.37,21.12,0.21,,340.94,150.33,6.22
2016-10-18,35.37,21.15,0.20,,349.90,139.60,4.87
2016-10-19,35.40,21.18,0.16,,363.89,129.14,5.87
2016-10-20,35.50,22.08,0.34,,364.99,124.50,5.47
2016-10-21,35.61,23.20,0.32,,361.35,123.71,4.29
2016-10-22,35.21,21.57,0.39,,353.47,114.21,6.97
2016-10-23,35.53,21.26,0.44,,347.63,104.61,11.90
2016-10-24,35.62,21.07,0.50,,342.32,95.34,9.00
2016-10-25,35.68,21.05,0.69,,337.33,94.11,9.26
2016-10-26,35.74,21.40,0.76,,330.37,104.59,7.16
2016-10-27,35.70,20.90,0.73,,336.16,102.34,4.28
2016-10-28,35.58,20.27,0.59,,338.33,94.32,9.80
2016-10-29,35.64,20.23,0.60,,335.94,102.35,7.86
2016-10-30,35.64,20.50,0.58,,340.02,98.23,5.62
2016-10-31,35.66,20.41,0.63,,344.33,100.45,7.26
2016-11-01,35.69,20.42,0.64,,338.40,108.61,2.84
2016-11-02,35.69,20.19,0.83,,330.87,107.91,5.14
2016-11-03,35.70,20.24,0.87,,324.84,104.40,5.42
2016-11-04,35.57,19.95,0.98,,321.80,100.75,7.49
2016-11-05,35.71,19.91,0.80,,319.58,101.53,5.75
2016-11-06,35.39,19.07,0.99,,315.96,102.46,7.81
2016-11-07,34.96,17.93,1.28,,312.70,101.63,10.33
2016-11-08,34.47,16.78,1.26,,309.27,105.46,5.49
2016-11-09,34.45,16.64,1.52,,307.01,107.66,4.28
2016-11-10,34.04,15.91,1.65,,301.61,111.92,5.75
2016-11-11,33.99,15.76,1.32,,297.22,121.70,9.55
2016-11-12,34.12,15.81,1.42,,310.44,103.82,7.39
2016-11-13,34.15,15.77,1.28,,309.83,110.31,8.45
2016-11-14,33.88,15.31,1.42,,306.74,111.45,7.26
2016-11-15,33.85,15.30,1.59,,310.26,108.98,6.13
2016-11-16,34.12,15.72,1.36,,320.94,91.28,7.80
2016-11-17,34.37,16.02,1.16,,328.49,81.93,6.45
2016-11-18,34.14,15.46,1.55,,331.13,67.71,8.32
2016-11-19,34.07,15.27,1.65,,322.54,72.82,5.54
2016-11-20,35.03,17.15,0.86,,321.11,64.46,9.58
2016-11-21,34.92,16.64,0.81,,321.44,59.99,13.16
2016-11-22,34.55,15.64,0.76,,324.64,47.33,11.32
2016-11-23,35.19,16.66,0.46,,325.44,46.82,8.22
2016-11-24,35.19,16.07,0.56,,321.29,51.90,3.26
2016-11-25,35.10,16.02,0.70,,314.54,67.05,4.14
2016-11-26,35.07,16.20,0.75,,317.79,60.25,4.15
2016-11-27,34.63,15.23,0.85,,325.98,56.90,8.30
2016-11-28,34.75,15.31,0.99,,330.06,64.57,7.21
2016-11-29,34.97,15.52,0.80,,323.91,72.82,5.59
2016-11-30,34.94,15.59,0.82,,318.35,79.50,6.32
2016-12-01,34.58,15.12,0.90,,318.90,71.76,8.00
2016-12-02,33.83,13.74,1.03,,325.61,58.49,8.85
2016-12-03,33.79,13.46,1.04,,318.42,65.07,10.95
2016-12-04,34.69,15.00,0.65,,314.36,66.20,7.53
2016-12-05,34.68,14.72,0.79,,310.73,59.68,5.15
2016-12-06,34.50,14.39,0.70,,310.19,53.55,8.09
2016-12-07,34.24,13.94,0.77,,305.73,51.63,7.33
2016-12-08,33.76,13.04,0.63,,300.88,53.28,5.49
2016-12-09,34.48,14.36,0.43,,305.15,51.12,9.60
2016-12-10,34.33,13.90,0.35,,304.80,57.69,9.85
2016-12-11,34.06,13.19,0.42,,299.79,63.02,5.05
2016-12-12,33.70,12.46,0.49,,294.87,60.67,7.03
2016-12-13,33.74,12.58,0.37,,290.27,62.75,6.45
2016-12-14,33.58,12.02,0.48,,297.47,56.34,5.62
2016-12-15,34.02,12.76,0.56,,309.11,56.93,10.09
2016-12-16,33.96,12.35,0.50,,304.69,57.78,11.10
2016-12-17,34.26,13.06,0.37,,309.36,50.91,7.52
2016-12-18,34.16,12.96,0.36,,305.77,50.62,8.04
2016-12-19,34.08,12.79,0.42,,307.71,49.04,7.77
2016-12-20,33.95,12.45,0.46,,310.31,54.50,4.46
2016-12-21,33.89,12.19,0.48,,309.59,54.84,5.90
2016-12-22,33.80,11.92,0.52,,295.76,63.94,5.84
2016-12-23,33.75,11.76,0.51,,289.68,71.16,8.54
2016-12-24,33.36,10.83,0.58,,297.12,67.19,7.65
2016-12-25,33.22,10.55,0.54,,299.47,60.35,7.77
2016-12-26,33.61,11.13,0.56,,303.44,58.24,6.58
2016-12-27,33.43,10.82,0.55,,304.42,52.84,9.32
2016-12-28,33.27,10.38,0.63,,298.71,59.17,7.31
2016-12-29,33.82,11.28,0.76,,303.87,58.26,5.13
2016-12-30,33.92,11.55,0.61,,307.32,50.71,11.42
2016-12-31,33.55,10.60,0.57,,306.70,48.59,9.13
2017-01-01,33.43,10.23,0.61,,314.59,48.41,9.23
2017-01-02,33.54,10.44,0.66,,305.66,57.26,6.30
2017-01-03,33.77,11.01,0.55,,309.16,49.39,9.12
2017-01-04,33.70,10.79,0.54,,312.05,41.99,8.38
2017-01-05,33.50,10.32,0.54,,310.87,29.83,9.91
2017-01-06,33.51,10.19,0.51,,306.07,36.69,6.64
2017-01-07,33.84,10.57,0.64,,294.32,46.68,7.73
2017-01-08,34.36,11.94,0.43,,290.49,57.15,10.34
2017-01-09,35.04,13.30,0.37,,301.58,57.03,7.43
2017-01-10,35.63,14.62,0.29,,301.36,72.03,6.12
2017-01-11,35.53,14.57,0.29,,295.76,85.05,7.54
2017-01-12,34.40,11.88,0.66,,294.73,99.51,7.87
2017-01-13,34.37,11.96,0.60,,293.03,106.12,7.94
2017-01-14,34.59,12.35,0.71,,299.23,102.14,5.70
2017-01-15,35.14,13.53,0.58,,302.50,91.50,5.28
2017-01-16,35.22,13.71,0.53,,300.33,91.13,3.39
2017-01-17,35.28,13.81,0.54,,302.50,78.91,5.29
2017-01-18,35.20,13.58,0.58,,313.72,69.31,7.99
2017-01-19,35.28,13.83,0.44,,324.02,53.90,5.79
2017-01-20,35.27,13.81,0.43,,336.84,39.36,3.64
2017-01-21,35.27,13.82,0.40,,342.14,40.18,4.98
2017-01-22,35.27,13.78,0.41,,336.25,55.15,5.14
2017-01-23,35.37,13.97,0.31,,336.31,46.34,12.34
2017-01-24,35.37,13.98,0.28,,331.03,47.66,7.47
2017-01-25,35.19,13.57,0.31,,325.84,47.05,10.63
2017-01-26,34.63,12.30,0.55,,316.38,55.44,6.27
2017-01-27,34.42,11.72,0.49,,309.40,58.67,11.49
2017-01-28,34.32,11.32,0.48,,297.80,53.91,10.65
2017-01-29,34.31,11.17,0.52,,295.06,44.11,7.71
2017-01-30,34.53,11.56,0.62,,288.38,56.26,5.11
2017-01-31,34.46,11.44,0.60,,285.36,60.51,5.94
2017-02-01,34.37,11.28,0.51,,279.36,73.82,7.85
2017-02-02,34.32,11.20,0.49,,278.50,69.36,6.99
2017-02-03,34.27,10.86,0.58,,274.27,85.69,6.02
2017-02-04,34.67,11.54,0.56,,279.56,86.81,9.23
2017-02-05,34.48,11.08,0.67,,285.87,89.15,7.72
2017-02-06,34.42,10.76,0.70,,291.02,77.78,8.53
2017-02-07,34.20,10.13,0.87,,291.38,81.40,4.35
2017-02-08,34.37,10.70,0.80,,297.34,76.43,5.51
2017-02-09,34.66,11.40,0.57,,301.90,72.18,8.98
2017-02-10,34.49,11.03,0.53,,307.83,66.17,11.65
2017-02-11,34.51,11.08,0.53,,302.67,70.71,5.28
2017-02-12,34.45,10.84,0.59,,298.66,63.39,7.85
2017-02-13,34.91,11.90,0.42,,294.08,69.83,12.57
2017-02-14,34.47,10.82,0.59,,291.87,83.04,8.23
2017-02-15,34.24,10.18,0.78,,285.27,94.46,5.50
2017-02-16,34.34,10.55,0.58,,284.56,106.99,10.54
2017-02-17,33.64,8.69,0.75,,279.19,120.19,10.39
2017-02-18,33.46,8.28,0.71,,274.98,135.65,6.92
2017-02-19,33.34,8.00,0.73,,275.74,146.74,6.06
2017-02-20,33.20,7.57,0.73,,280.97,161.22,5.97
2017-02-21,33.31,7.64,0.74,,290.28,160.39,4.83
2017-02-22,33.65,8.58,0.90,,301.74,159.77,3.68
2017-02-23,34.05,9.66,0.93,,299.48,170.08,4.69
2017-02-24,34.40,10.83,0.81,,297.36,167.77,4.89
2017-02-25,34.21,10.63,0.91,,308.74,147.32,4.23
2017-02-26,34.44,10.95,0.66,,316.07,144.02,8.79
2017-02-27,33.86,9.15,0.76,,314.05,148.36,7.19
2017-02-28,33.16,7.40,1.13,,305.36,142.47,4.34
2017-03-01,33.15,7.57,1.38,,292.04,137.20,6.73
2017-03-02,33.15,7.51,0.87,,280.23,145.81,11.13
2017-03-03,33.27,7.59,0.73,,275.69,151.18,8.74
2017-03-04,33.30,7.50,0.77,,273.11,153.81,11.43
2017-03-05,33.38,7.47,0.67,,268.99,155.10,10.58
2017-03-06,33.40,7.51,0.89,,262.65,158.69,4.41
2017-03-07,33.33,7.26,1.19,,268.76,141.36,5.07
2017-03-08,33.31,7.22,1.16,,269.57,139.39,7.02
2017-03-09,33.33,7.34,0.98,,276.64,124.49,7.98
2017-03-10,33.35,7.41,0.92,,279.98,124.65,7.34
2017-03-11,33.36,7.36,0.81,,281.32,120.92,12.30
2017-03-12,33.41,7.34,0.78,,276.24,121.51,10.74
2017-03-13,33.47,7.29,0.77,,277.23,113.96,6.53
2017-03-14,33.45,7.26,0.82,,268.21,146.74,10.11
2017-03-15,33.51,7.39,0.70,,271.79,147.17,12.20
2017-03-16,33.60,7.54,0.67,,280.49,145.17,10.98
2017-03-17,33.62,7.52,0.73,,284.06,151.37,9.10
2017-03-18,33.63,7.42,0.87,,279.45,170.68,4.19
2017-03-19,35.11,11.69,0.89,,274.21,195.53,11.44
2017-03-20,34.38,9.45,0.98,,266.23,211.46,9.34
2017-03-21,34.11,8.68,1.24,,271.93,196.25,3.49
2017-03-22,33.93,8.23,1.19,,278.62,198.65,7.96
2017-03-23,33.69,7.31,0.76,,279.34,191.31,9.79
2017-03-24,33.68,7.22,1.01,,291.51,170.41,5.72
2017-03-25,33.61,7.20,1.07,,300.61,152.75,5.90
2017-03-26,33.49,6.93,1.00,,309.12,145.42,7.03
2017-03-27,33.68,7.50,1.23,,314.98,145.77,5.80
2017-03-28,33.60,7.39,1.10,,321.67,130.56,4.75
2017-03-29,34.44,9.92,1.08,,323.75,123.24,6.82
2017-03-30,34.62,10.44,0.81,,319.48,149.45,6.00
2017-03-31,34.88,11.27,1.79,,308.61,166.69,5.34
2017-04-01,34.91,11.31,1.82,,308.74,171.81,11.35
2017-04-02,35.04,11.73,0.81,,310.12,168.14,7.61
2017-04-03,35.14,12.12,0.56,,321.64,134.57,3.72
2017-04-04,35.13,12.25,0.69,,317.08,166.19,7.06
2017-04-05,34.61,10.65,0.91,,307.92,193.30,4.01
2017-04-06,33.79,8.27,1.40,,302.58,198.84,7.26
2017-04-07,33.56,7.61,1.08,,303.78,204.33,6.57
2017-04-08,33.59,7.59,0.87,,297.08,232.25,8.96
2017-04-09,33.41,7.10,0.78,,295.22,241.49,5.31
2017-04-10,33.90,8.58,1.23,,289.17,273.25,5.16
2017-04-11,33.90,8.94,1.48,,289.08,277.13,6.56
2017-04-12,33.34,7.82,1.25,,291.07,278.66,5.43
2017-04-13,33.08,7.51,1.48,,302.67,274.21,3.84
2017-04-14,33.12,7.63,2.18,,311.02,253.60,1.57
2017-04-15,33.46,8.97,2.89,,307.72,260.02,4.06
2017-04-16,33.24,8.95,3.40,,303.22,263.37,7.22
2017-04-17,33.35,9.28,2.80,,312.43,234.79,5.77
2017-04-18,33.33,9.16,2.12,,321.86,201.90,5.65
2017-04-19,33.13,8.20,2.43,,331.11,170.65,5.86
2017-04-20,33.20,8.30,2.42,,326.31,168.77,4.74
2017-04-21,33.16,8.35,1.78,,322.59,169.17,6.62
2017-04-22,33.17,8.30,2.58,,334.68,136.18,4.89
2017-04-23,33.14,8.36,1.84,,347.48,110.03,3.97
