time,Chlorophyll,Water Temp,Salinity,Nitrate,Irradiance,Sunlight
2019-04-19,0.529757956,6.671509304,34.0878383,21.59610642,3.286201134,24.71726648
2019-04-20,0.516955679,6.675087605,34.08773936,21.61171985,3.769055595,24.36060445
2019-04-21,0.657646813,6.702483666,34.09221663,21.43695502,1.868590008,24.00726162
2019-04-22,0.601129267,6.628846582,34.09354144,21.62502257,2.987849321,23.6573467
2019-04-23,0.610623355,6.670361667,34.09285957,21.5315326,3.109311925,23.31096726
2019-04-24,0.583379127,6.698192875,34.09384715,21.46061592,3.3471477,22.96822972
2019-04-25,0.616221978,6.701044124,34.09613798,21.43513131,2.329616306,22.62923928
2019-04-26,0.610087114,6.692071795,34.09586406,21.42700419,3.258078941,22.29409986
2019-04-27,0.646598351,6.682575008,34.09426803,21.49769803,1.713282122,21.96291411
2019-04-28,0.57340573,6.656989357,34.09240805,21.54958816,4.052658403,21.63578331
2019-04-29,0.592608197,6.578435486,34.09260443,21.71526499,3.198500119,21.31280735
2019-04-30,0.62490416,6.504812394,34.09108884,21.87989269,2.174873191,20.99408471
2019-05-01,0.578940999,6.467173273,34.09170408,21.95551058,2.477373892,20.68056101
2019-05-02,0.565426778,6.412759298,34.09137283,22.09126754,2.603845725,20.37159093
2019-05-03,0.620319848,6.491727005,34.09469308,21.83305759,1.927428233,20.06707892
2019-05-04,0.591197482,6.429321294,34.0912442,22.05536561,2.22283587,19.76711773
2019-05-05,0.608633506,6.42157799,34.09016551,22.08367664,1.402572303,19.4717986
2019-05-06,0.564183468,6.415602311,34.08847692,22.12798975,1.882469147,19.1812112
2019-05-07,0.559098823,6.468632695,34.09329106,21.96142114,1.425714249,18.89544366
2019-05-08,0.558715893,6.530386627,34.09400163,21.76042617,2.154618155,18.61458245
2019-05-09,0.586940899,6.529553074,34.09605415,21.71686526,0.701903814,18.33871245
2019-05-10,0.482061164,6.512168383,34.0971073,21.73492254,2.2859619,18.06791685
2019-05-11,0.455945069,6.52763258,34.10539017,21.62022809,2.062384692,17.80227718
2019-05-12,0.460901459,6.567919074,34.11148255,21.42230194,1.741605231,17.54187324
2019-05-13,0.441478987,6.479602393,34.10791872,21.65998267,1.810759153,17.28678313
2019-05-14,0.474226437,6.478299224,34.11039944,21.63843468,1.236870779,17.03708318
2019-05-15,0.468554132,6.492376891,34.11352029,21.57394602,1.674095935,16.79284799
2019-05-16,0.45095023,6.462560375,34.11398177,21.62961547,1.563134985,16.55415034
2019-05-17,0.457406768,6.439252874,34.11642391,21.63499216,1.744349191,16.32106126
2019-05-18,0.455502949,6.400954112,34.11777948,21.67277028,1.976710093,16.09364994
2019-05-19,0.441711348,6.38648679,34.11850474,21.70146921,1.826109651,15.87198377
2019-05-20,0.516713826,6.239584759,34.10098091,22.23950635,0.665183703,15.6561283
2019-05-21,0.500701224,6.253582748,34.09642385,22.27585628,1.473299464,15.44614727
2019-05-22,0.565229182,6.293718804,34.10258083,22.12551693,1.559492376,15.24210252
2019-05-23,0.556236204,6.275010633,34.10404418,22.13308338,1.598495989,15.04405409
2019-05-24,0.510380483,6.217137402,34.09804603,22.29986325,2.127637012,14.85206012
2019-05-25,0.537661188,6.183600916,34.09758194,22.38150003,0.934039706,14.6661769
2019-05-26,0.52015834,6.169477407,34.09690454,22.4090823,1.622507465,14.48645884
2019-05-27,0.524547908,6.176036407,34.10075483,22.3783362,1.638314716,14.31295848
2019-05-28,0.53551048,6.197023945,34.10597501,22.29427842,1.07971532,14.14572649
2019-05-29,0.516208428,6.153368248,34.10296678,22.45345337,1.50753861,13.98539528
2019-05-30,0.525713965,6.159151317,34.10429309,22.42136265,0.764213977,13.83180899
2019-05-31,0.507879639,6.153160958,34.10430859,22.43199103,0.70038324,13.68467841
2019-06-01,0.512803832,6.140210039,34.09936175,22.51459146,0.715153306,13.54404473
2019-06-02,0.517193363,6.132465222,34.09409102,22.53891436,1.351307928,13.40994719
2019-06-03,0.538352396,6.14298131,34.09324877,22.48992778,0.4873626,13.28242314
2019-06-04,0.509484964,6.154654222,34.09489362,22.39140264,1.243394352,13.16150799
2019-06-05,0.489138698,6.170650914,34.09861867,22.26252934,1.022182281,13.04723526
2019-06-06,0.501755119,6.152000225,34.09960953,22.26236303,1.377011758,12.93963655
2019-06-07,0.515726174,6.098762194,34.08363293,22.42327417,1.079443045,12.83874156
2019-06-08,0.519936253,6.059611662,34.08023513,22.49024814,1.286815735,12.74457808
2019-06-09,0.454888641,6.065913033,34.09400968,22.50723932,1.342392271,12.657172
2019-06-10,0.459839925,6.072348066,34.09704754,22.4757921,0.933911418,12.57654731
2019-06-11,0.461924915,6.064201327,34.0982353,22.48247902,1.243675662,12.5027261
2019-06-12,0.468871726,6.093842837,34.10112883,22.27608842,1.278460346,12.43572858
2019-06-13,0.47324256,6.087269372,34.10188443,22.2678817,0.676962543,12.37557303
2019-06-14,0.490945548,6.092864068,34.10218161,22.25656898,0.770361661,12.32227587
2019-06-15,0.478002456,6.113104813,34.10258596,22.22187161,0.715156417,12.27585162
2019-06-16,0.511021776,6.138228848,34.09296541,22.17549197,0.680423421,12.23631292
2019-06-17,0.526405511,6.123708132,34.08582452,22.23018204,1.011054588,12.2036705
2019-06-18,0.520244327,6.089899332,34.08422661,22.31542796,1.266984707,12.17793323
2019-06-19,0.464101592,6.058263515,34.09657719,22.3395796,1.245367408,12.15910807
2019-06-20,0.422974553,6.048348876,34.10103252,22.36247038,1.673619365,12.1472001
2019-06-21,0.426033345,6.017510207,34.10146463,22.42199081,1.579685331,12.14221254
2019-06-22,0.416389918,5.938878904,34.09532335,22.66643444,1.139765678,12.14414668
2019-06-23,0.403142026,5.91823277,34.09812508,22.68257649,1.02735565,12.15300195
2019-06-24,0.410240683,5.895505626,34.09927911,22.67677192,1.225386941,12.16877588
2019-06-25,0.393085639,5.893218959,34.10100824,22.6891525,1.415787467,12.19146413
2019-06-26,0.392987518,5.855412463,34.10374432,22.77147122,0.698654743,12.22106043
2019-06-27,0.390216827,5.825872632,34.10572688,22.80395384,0.911870044,12.25755666
2019-06-28,0.379817154,5.846144843,34.10792422,22.72342551,1.139688512,12.30094277
2019-06-29,0.377887457,5.857031118,34.10859477,22.65943863,0.944944536,12.35120683
2019-06-30,0.365810727,5.833136908,34.10698417,22.74555801,0.924834644,12.408335
2019-07-01,0.363239082,5.793622682,34.10831755,22.85500136,1.280122867,12.47231154
2019-07-02,0.352216584,5.789283845,34.10998449,22.88685174,1.381564676,12.54313957
2019-07-03,0.341552137,5.780287332,34.11011241,22.92287552,1.502557526,12.62086684
2019-07-04,0.353658563,5.771465215,34.10953873,22.93613893,0.633216092,12.70538118
2019-07-05,0.354702615,5.757528145,34.10936681,22.98128141,0.576336627,12.79665901
2019-07-06,0.354103548,5.745325854,34.10975663,23.02528693,1.151188727,12.89467483
2019-07-07,0.354182481,5.743017344,34.11019196,23.04298459,1.506180369,12.99940122
2019-07-08,0.375052511,5.744455645,34.10897394,23.03147897,1.236027785,13.11083758
2019-07-09,0.379127928,5.75960286,34.11015997,22.95806107,1.454147337,13.22898482
2019-07-10,0.388483619,5.747494259,34.10981784,22.99794178,1.68006502,13.35374506
2019-07-11,0.407735532,5.74383204,34.10987383,23.01236297,1.489832064,13.48508298
2019-07-12,0.379286137,5.744336937,34.10998095,23.02893705,1.878037919,13.62296131
2019-07-13,0.404387619,5.730942068,34.10937547,23.07514396,1.258482396,13.76734085
2019-07-14,0.332023011,5.714772811,34.11086733,23.13004078,1.765093828,13.91818046
2019-07-15,0.332805131,5.704854861,34.11314364,23.15503734,1.818513939,14.07543704
2019-07-16,0.347924021,5.693665342,34.1136682,23.1240024,1.249962084,14.23908797
2019-07-17,0.37315577,5.707536658,34.11562213,22.98724497,1.602647907,14.40909549
2019-07-18,0.390423453,5.707940681,34.11100979,22.88117742,1.876330146,14.58537396
2019-07-19,0.361635225,5.6983363,34.11463967,22.96230654,1.719029236,14.76787236
2019-07-20,0.361227036,5.694963759,34.11612169,22.96500369,1.13616947,14.95653772
2019-07-21,0.339495693,5.664291211,34.11688597,23.1321307,1.085715239,15.15131512
2019-07-22,0.32517835,5.651755961,34.11799098,23.18049141,1.74258338,15.35214774
2019-07-23,0.366656912,5.675395287,34.11909318,23.06630974,1.172013774,15.55897679
2019-07-24,0.335750257,5.657913745,34.12217285,23.25779022,1.274063732,15.77174158
2019-07-25,0.355332147,5.630554066,34.11972382,23.18143608,1.579834938,15.9903795
2019-07-26,0.294947864,5.580443421,34.12369957,23.38451476,1.385219112,16.21482601
2019-07-27,0.319877723,5.599675475,34.12193786,23.12536614,2.429738976,16.44501469
2019-07-28,0.325524016,5.600797771,34.12514549,23.17589922,2.142631304,16.68087721
2019-07-29,0.326093863,5.572222011,34.12483793,23.21226412,2.284078121,16.92234337
2019-07-30,0.336739146,5.557620649,34.13393222,23.5269146,1.414826282,17.1693411
2019-07-31,0.308510651,5.554608399,34.13273114,23.53625152,1.609141208,17.42179648
2019-08-01,0.335211265,5.535286116,34.12374228,23.36417799,1.654922468,17.67963373
2019-08-02,0.323418466,5.527876709,34.12439261,23.38212842,1.861614613,17.94277528
2019-08-03,0.335206889,5.522030586,34.12934932,23.30422907,2.718660332,18.21114174
2019-08-04,0.352150318,5.509229612,34.131951,23.27978056,2.366206993,18.48465194
2019-08-05,0.345654358,5.494225706,34.13134408,23.34879311,2.092118692,18.76323317
2019-08-06,0.33887216,5.479790463,34.12820671,23.45956301,1.466668666,19.04685134
2019-08-07,0.336553005,5.469448599,34.13073284,23.47074265,1.887202226,19.33536653
2019-08-08,0.359256345,5.477226363,34.1301757,23.39830475,1.751524107,19.62869072
2019-08-09,0.358997784,5.453515535,34.13574293,23.45263089,2.768148497,19.92673426
2019-08-10,0.350840755,5.47732823,34.13109295,23.47084878,3.735895854,20.22940586
2019-08-11,0.375915584,5.451859871,34.13414773,23.45022721,2.533692919,20.53661264
2019-08-12,0.365539507,5.451872975,34.13593247,23.4795752,2.752933879,20.8482636
2019-08-13,0.433058391,5.465924603,34.13105816,23.42158039,2.567734014,21.16437591
2019-08-14,0.404905272,5.453770275,34.13372222,23.5328306,2.143177115,21.4847429
2019-08-15,0.382811246,5.468402063,34.13134753,23.46184481,3.888842425,21.80926566
2019-08-16,0.418309342,5.468400002,34.1313493,23.45849911,3.333691815,22.13784386
2019-08-17,0.418311027,,,,4.989488622,22.47038441
2019-08-18,0.392460016,,,,3.878340967,22.80692149
2019-08-19,0.395003263,,,,2.764541282,23.14721226
2019-08-20,0.41026912,,,,3.189629688,23.49115112
2019-08-21,0.441524274,,,,1.564844976,23.8386313
2019-08-22,0.461918142,,,,3.122104563,24.18954488
2019-08-23,0.484112589,,,,2.711276224,24.54378282
2019-08-24,0.434455923,,,,3.80494389,24.90123508
2019-08-25,0.421241479,,,,4.477361025,25.26179059
2019-08-26,0.463113592,,,,3.536886077,25.62533739
2019-08-27,0.409747868,,,,3.929319475,25.99176261
2019-08-28,0.390497823,,,,4.538243524,26.36095258
2019-08-29,0.342013572,,,,3.884062216,26.73279285
2019-08-30,0.323786677,,,,5.940076702,27.10716828
2019-08-31,0.32971506,,,,5.236828506,27.48396308
2019-09-01,0.341904575,,,,6.68926983,27.86306087
2019-09-02,0.37264636,,,,5.167294816,28.24434475
2019-09-03,0.424360772,,,,3.595398839,28.62769733
2019-09-04,0.474141353,,,,2.576165321,29.01300083
2019-09-05,0.44219297,,,,3.430831629,29.40013713
2019-09-06,0.380833593,,,,3.579123472,29.78898779
2019-09-07,0.344954992,,,,5.674782757,30.17943416
2019-09-08,0.324386737,,,,5.539432562,30.57367948
2019-09-09,0.345635999,,,,5.793243887,30.97020589
2019-09-10,0.428908961,5.472099781,34.14325586,23.83085961,3.319795694,31.36802186
2019-09-11,0.393577189,5.451624228,34.14389804,23.86771041,4.428760646,31.76700567
2019-09-12,0.379560249,5.443626542,34.14448411,23.88099783,4.762438211,32.16703553
2019-09-13,0.361697115,5.44386672,34.14460628,23.92223977,5.840075969,32.56798967
2019-09-14,0.318773392,5.417925771,34.14908248,24.09577036,7.496684858,32.96974639
2019-09-15,0.361887202,5.385517863,34.15427627,24.31634509,3.249641681,33.37218408
2019-09-16,0.314310965,5.452125768,34.14772222,24.02960695,4.805766422,33.77518133
2019-09-17,0.336846139,5.461629533,34.15443922,24.13600734,4.682941577,34.17861691
2019-09-18,0.305772364,5.453885842,34.1558216,24.15413381,5.657047922,34.58236987
2019-09-19,0.282712418,5.430073838,34.155699,24.24201011,5.83189454,34.98631958
2019-09-20,0.285076516,5.465393802,34.1562035,24.129949,8.32318875,35.39034576
2019-09-21,0.309060131,5.472461155,34.15476928,24.07770139,5.936324473,35.79432853
2019-09-22,0.315653771,5.463313931,34.14968145,24.06914296,4.817279338,36.19814845
2019-09-23,0.350679607,5.481947363,34.15092273,24.06718189,3.846503143,36.60168655
2019-09-24,0.342099418,5.480051353,34.15018207,24.06170446,4.592843954,37.00482441
2019-09-25,0.319685386,5.479174399,34.13936402,23.90256221,7.07849994,37.40744603
2019-09-26,0.37390672,5.49938324,34.13139495,23.76935756,4.668949035,37.8097098
2019-09-27,0.406461677,5.49994459,34.12218185,23.70898973,5.09704247,38.21122056
2019-09-28,0.347341277,5.481745049,34.12810501,23.75263169,8.644498692,38.61188793
2019-09-29,0.354914837,5.460613944,34.13136508,23.79306465,5.357110015,39.01181572
2019-09-30,0.368268072,5.443860958,34.1349071,23.8531566,4.895822264,39.41064138
2019-10-01,0.302249872,5.467718797,34.13914869,23.92643635,8.926851775,39.80826043
2019-10-02,0.303403765,5.49585238,34.13841658,23.86568749,7.521072523,40.20479877
2019-10-03,0.34193463,5.489745096,34.14227148,23.96564969,7.417716216,40.59989007
2019-10-04,0.336918336,5.489680609,34.14611647,24.05416574,8.386599904,40.99342152
2019-10-05,0.368662331,5.509463433,34.14451522,23.97559443,7.601313609,41.38528109
2019-10-06,0.384441932,5.4825496,34.14555513,24.01714921,6.946555325,41.77535752
2019-10-07,0.313578112,5.480752497,34.14649476,24.02830588,10.72944238,42.16354034
2019-10-08,0.418880589,5.519495754,34.15344939,24.06690407,8.348218944,42.5497199
2019-10-09,0.391149455,5.512715927,34.15550663,24.14993401,11.12512855,42.93378732
2019-10-10,0.419667721,5.481085157,34.16165541,24.29513879,6.055572066,43.31563458
2019-10-11,0.374387808,5.465510737,34.15866908,24.27022996,7.501084362,43.69515441
2019-10-12,0.375080764,5.484148506,34.16296575,24.30076227,9.286392807,44.0722404
2019-10-13,0.367350789,5.524932236,34.16362365,24.24128881,9.59689557,44.44678693
2019-10-14,0.395894625,5.557565568,34.16371504,24.21822764,8.470144856,44.81868919
2019-10-15,0.382709339,5.584426427,34.16596073,24.24637367,9.720580718,45.18784317
2019-10-16,0.439252735,5.586564735,34.16021301,24.10487496,8.969222685,45.55414566
2019-10-17,0.413616062,5.607608606,34.15888682,24.03071534,12.20288628,45.91749425
2019-10-18,0.489622121,5.625058575,34.15692868,24.07451526,5.4121585,46.27778729
2019-10-19,0.393513126,5.609259351,34.15823427,24.14473688,10.36837809,46.63492394
2019-10-20,0.462104051,5.590776524,34.15939136,24.16207843,7.233862048,46.98880411
2019-10-21,0.383435409,5.638672471,34.15396809,24.01635107,10.37371147,47.33932848
2019-10-22,0.338025583,5.704304887,34.14222205,23.75246622,14.15113276,47.68639847
2019-10-23,0.342760956,5.69945138,34.14215216,23.74265775,8.778659926,48.02991627
2019-10-24,0.343461714,5.671152755,34.15332952,23.85367773,5.153215328,38.2084376
2019-10-25,0.351946224,5.669201517,34.15829086,23.88489343,14.31570595,48.70590765
