time,Chlorophyll,Irradiance,Irradiance2,Prediction1,Nitrate,Nitrate2,Prediction2
2016-01-19,0.414520709,,21.05971041,,,14.07718273,
2016-01-20,0.446347282,,11.73467889,,,14.41101556,
2016-01-21,0.447786919,,25.85580388,,,14.32437427,
2016-01-22,0.485004606,,9.254470735,,,14.27916692,
2016-01-23,0.51051131,,11.97666924,,,14.38332139,
2016-01-24,0.610144921,,12.48321276,,,14.70111678,
2016-01-25,0.603563565,,14.86774293,,,14.68875528,
2016-01-26,0.601910815,,23.39116628,,,14.65072065,
2016-01-27,0.644598118,,12.1155089,,,14.64154283,
2016-01-28,0.56589221,,18.61305005,,,14.63399578,
2016-01-29,0.574908884,,7.760186949,,,14.59728983,
2016-01-30,0.497623477,,22.80215955,,,14.57913558,
2016-01-31,0.558687325,,13.29562941,,,14.7112954,
2016-02-01,0.449347705,,16.06792298,,,14.68966113,
2016-02-02,0.579317624,,8.210123359,,,14.55853826,
2016-02-03,0.561587268,,17.41267729,,,14.61018784,
2016-02-04,0.51770862,,20.68966616,,,14.65815731,
2016-02-05,0.557475756,,11.39571658,,,14.76866599,
2016-02-06,0.442552349,,18.94389478,,,14.69393037,
2016-02-07,0.369179498,,20.14278909,,,14.67529124,
2016-02-08,0.358110818,,18.13177809,,,14.54675975,
2016-02-09,0.348250643,,17.87643475,,,14.59092721,
2016-02-10,0.339946316,,21.62651524,,,14.62009816,
2016-02-11,0.393604082,,13.43252874,,,14.64145079,
2016-02-12,0.396281471,,18.5286889,,,14.66610434,
2016-02-13,0.395260873,,12.52444139,,,14.67464008,
2016-02-14,0.436104132,,15.39573234,,,14.64617062,
2016-02-15,0.440101921,,16.00242512,,,14.68850266,
2016-02-16,0.740340219,,10.89121772,,,14.72092597,
2016-02-17,0.731493008,,13.24808551,,,14.72368768,
2016-02-18,0.672758013,,7.396917617,,,14.70882076,
2016-02-19,0.649212431,,13.43277836,,,14.7485376,
2016-02-20,0.699995265,,6.673455828,,,14.81288884,
2016-02-21,0.632206782,,13.99467928,,,14.86137644,
2016-02-22,0.671129642,,8.441031912,,,14.93327426,
2016-02-23,0.61095607,,12.65178628,,,14.93305536,
2016-02-24,0.621080078,,8.740102588,,,14.89527031,
2016-02-25,0.57338494,,7.624063834,,,14.83708288,
2016-02-26,0.526961667,,18.0171652,,,14.75600357,
2016-02-27,0.607453945,,8.930492257,,,14.85774154,
2016-02-28,0.624160332,,7.209873792,,,14.87470199,
2016-02-29,0.626350846,,13.1631903,,,14.91679244,
2016-03-01,0.628659444,,10.19698456,,,14.93961152,
2016-03-02,0.586096328,,15.89361134,,,14.89317695,
2016-03-03,0.699121792,,6.519929275,,,14.91172607,
2016-03-04,0.759316007,,3.931058471,,,14.90631316,
2016-03-05,0.69486526,,10.12489358,,,14.91733357,
2016-03-06,0.728192923,,7.335756932,,,14.96184481,
2016-03-07,0.67743114,,14.18147566,,,14.98006401,
2016-03-08,0.722238072,,10.91692413,,,14.97191486,
2016-03-09,0.766371686,,6.425453079,,,14.9858168,
2016-03-10,0.715302238,,11.78173967,,,14.99039781,
2016-03-11,0.770798494,,5.356909903,,,15.00862852,
2016-03-12,0.692625786,,12.50912793,,,15.03919183,
2016-03-13,0.796430459,,3.68576115,,,15.05737304,
2016-03-14,0.698205949,,9.029383955,,,15.0711001,
2016-03-15,0.728782942,,6.551364267,,,15.09483205,
2016-03-16,0.667629348,,13.0131849,,,15.09637689,
2016-03-17,0.686358442,,10.07061556,,,15.11797291,
2016-03-18,0.754019703,,4.346714605,,,15.11537773,
2016-03-19,0.711586643,,8.068242644,,,15.11420002,
2016-03-20,0.714869822,,7.151976532,,,15.10657048,
2016-03-21,0.791355572,,2.586041403,,,15.14637892,
2016-03-22,0.715434747,,7.137420445,,,15.14616219,
2016-03-23,0.74902743,,4.122184046,,,15.15332161,
2016-03-24,0.786322437,,2.493627218,,,15.1800446,
2016-03-25,0.681628364,,8.701727391,,,15.18267319,
2016-03-26,0.722278006,,4.927099464,,,15.1911859,
2016-03-27,0.674805591,,8.946924255,,,15.20620244,
2016-03-28,0.714862632,,7.207081517,,,15.21703833,
2016-03-29,0.749596697,,6.765782333,,,15.28634886,
2016-03-30,0.744939491,,6.038425464,,,15.465071,
2016-03-31,0.79899588,,3.9734007,,,15.83506878,
2016-04-01,0.866556726,,2.124865057,,,15.93993219,
2016-04-02,0.807009036,,4.623323024,,,15.8819211,
2016-04-03,0.85482244,,2.254203278,,,15.92421388,
2016-04-04,0.871691829,,2.291596249,,,15.85946071,
2016-04-05,0.859520127,,3.44291641,,,15.59504095,
2016-04-06,0.862817595,,3.405525052,,,15.67740394,
2016-04-07,0.896951197,,,,,15.57182239,
2016-04-08,0.936351873,,2.203289378,,,15.50562571,
2016-04-09,0.907822236,,2.171451781,,,15.62547321,
2016-04-10,0.928466429,,0.65830572,,,15.82030263,
2016-04-11,0.939232916,,0.607666397,,,15.78593448,
2016-04-12,0.940864761,,0.949081157,,,15.81839412,
2016-04-13,0.923929533,,2.345452363,,,15.57622511,
2016-04-14,0.939872807,,1.826793055,,,15.58961234,
2016-04-15,0.900668833,,1.350701167,,,15.686268,
2016-04-16,0.819600807,,2.268083341,,,15.69213825,
2016-04-17,0.934735657,,0.776078584,,,15.63351673,
2016-04-18,0.971646643,,0.820133665,,,15.64265172,
2016-04-19,0.911602397,,1.046475884,,,15.70423951,
2016-04-20,0.860847612,,1.280290722,,,15.71836261,
2016-04-21,0.845109039,,1.731213903,,,15.71419028,
2016-04-22,0.891162349,,1.133260157,,,15.65231979,
2016-04-23,0.931235125,,1.013444031,,,15.62847289,
2016-04-24,0.97081883,,0.673430342,,,15.61496008,
2016-04-25,0.998492066,,0.62494216,,,15.60552998,
2016-04-26,0.953476354,,1.1431808,,,15.57270262,
2016-04-27,0.964108347,,1.046598279,,,15.5686853,
2016-04-28,1.026522004,,0.762568235,,,15.58380153,
2016-04-29,1.031716991,,0.812294953,,,15.58961999,
2016-04-30,1.006718342,,0.873578519,,,15.61681904,
2016-05-01,0.987823633,,0.724356902,,,15.65274358,
2016-05-02,1.049759085,,0.444924521,,,15.66469284,
2016-05-03,1.054082407,,0.316610023,,,15.67899695,
2016-05-04,0.971275755,,0.687933755,,,15.70339328,
2016-05-05,0.894825858,,1.077497928,,,15.70962146,
2016-05-06,0.891426297,,1.849064295,,,15.78324059,
2016-05-07,0.905155444,,1.336169287,,,15.74551004,
2016-05-08,0.909784065,,1.07188273,,,15.74919892,
2016-05-09,0.919034572,,0.896318623,,,15.72526474,
2016-05-10,0.948878655,,1.164347997,,,15.63926854,
2016-05-11,1.003828593,,0.816163119,,,15.67091241,
2016-05-12,0.946604608,,1.435519569,,,15.66979057,
2016-05-13,0.957618275,,1.13676026,,,15.71155482,
2016-05-14,0.981241931,,0.59909007,,,15.68268854,
2016-05-15,0.939834252,,0.647544346,,,15.72304444,
2016-05-16,0.922705806,,0.548335156,,,15.69132247,
2016-05-17,0.919340034,,0.866726551,,,15.67964758,
2016-05-18,0.918964727,,0.561905136,,,15.71417254,
2016-05-19,0.884874408,,0.518637606,,,15.68515354,
2016-05-20,0.842764627,,0.724675912,,,15.72293368,
2016-05-21,0.818976373,,0.935669437,,,15.73365837,
2016-05-22,0.853713121,,0.670311318,,,15.7584082,
2016-05-23,0.872602082,,0.583649769,,,15.79214132,
2016-05-24,0.85522462,,0.376430489,,,15.77541231,
2016-05-25,0.814079921,,0.578534549,,,15.82333667,
2016-05-26,0.814011143,,0.173109642,,,15.85966754,
2016-05-27,0.782430995,,0.366108517,,,15.87805388,
2016-05-28,0.768067383,,0.510739322,,,15.90697356,
2016-05-29,0.794601444,,0.344835948,,,15.89645582,
2016-05-30,0.776525452,,0.407231436,,,15.93482111,
2016-05-31,0.815158941,,0.264761554,,,15.8015346,
2016-06-01,0.775961584,,0.57903771,,,15.77330464,
2016-06-02,0.800740451,,0.329823083,,,15.7638616,
2016-06-03,0.783370633,,0.27170596,,,15.91882102,
2016-06-04,0.734083795,,0.419662073,,,15.98032937,
2016-06-05,0.747949801,,0.49881921,,,16.0176192,
2016-06-06,0.772014784,,0.240621992,,,16.00847298,
2016-06-07,0.775389105,,0.410087712,,,16.03130999,
2016-06-08,0.780679936,,0.62619297,,,16.01195629,
2016-06-09,0.765044014,,0.205124372,,,16.14734521,
2016-06-10,0.737220452,,0.368197783,,,16.16897663,
2016-06-11,0.720385574,,0.791492879,,,16.21147137,
2016-06-12,0.729823186,,0.879634988,,,16.28789453,
2016-06-13,0.744881965,,0.443098869,,,16.32138023,
2016-06-14,0.745017363,,0.402694621,,,16.38975765,
2016-06-15,0.734349945,,1.093056261,,,16.44595247,
2016-06-16,0.726291077,,1.35190536,,,16.52202539,
2016-06-17,0.731761905,,1.481152358,,,16.5457073,
2016-06-18,0.754063078,,0.898842593,,,16.51132504,
2016-06-19,0.749160441,,1.332428065,,,16.52885072,
2016-06-20,0.756860345,,1.265397111,,,16.49353293,
2016-06-21,0.774114904,,1.342773968,,,16.50693974,
2016-06-22,0.783692734,,0.90841968,,,16.54892256,
2016-06-23,0.80546128,,0.954982715,,,16.64957946,
2016-06-24,0.81192142,,1.035822837,,,16.73284894,
2016-06-25,0.784756386,,1.165911152,,,16.72831428,
2016-06-26,0.804986779,,0.210877601,,,16.81382933,
2016-06-27,0.758428829,,1.61986189,,,16.7963233,
2016-06-28,0.758911238,,1.250042122,,,16.75786389,
2016-06-29,0.753329668,,1.676578264,,,16.78153941,
2016-06-30,0.771178857,,1.258014367,,,16.87787403,
2016-07-01,0.782926412,,1.385606896,,,16.90063429,
2016-07-02,0.806551547,,0.829848884,,,16.81354577,
2016-07-03,0.805543966,,0.90733349,,,16.75477203,
2016-07-04,0.840644001,,0.547409295,,,16.73040417,
2016-07-05,0.849408409,,1.434867515,,,16.72695134,
2016-07-06,0.875803576,,0.701783314,,,16.71884439,
2016-07-07,0.906874581,,1.139194131,,,16.73473733,
2016-07-08,0.90657924,,1.097965782,,,16.77161063,
2016-07-09,0.872989089,,1.523140196,,,16.76746925,
2016-07-10,0.861037425,,1.577842561,,,16.79922018,
2016-07-11,0.856075622,,1.724242055,,,16.8150351,
2016-07-12,0.823552731,,1.422653466,,,16.81553075,
2016-07-13,0.807078288,,1.474699558,,,16.83749197,
2016-07-14,0.817256136,,0.747070129,,,16.86056222,
2016-07-15,0.799857154,,0.459053285,,,16.91170814,
2016-07-16,0.752841024,,1.737432879,,,16.92743645,
2016-07-17,0.754753443,,1.704827713,,,16.98964997,
2016-07-18,0.768689953,,1.340243915,,,16.98916544,
2016-07-19,0.754163765,,2.09562044,,,17.00721044,
2016-07-20,0.745564953,,2.325853787,,,17.0754043,
2016-07-21,0.740836481,,2.319273674,,,17.11659386,
2016-07-22,0.751277709,,2.441207771,,,17.20466779,
2016-07-23,0.739340325,,2.786790024,,,17.18230512,
2016-07-24,0.748706081,,2.498517877,,,17.21238967,
2016-07-25,0.775097136,,1.205298599,,,17.22705205,
2016-07-26,0.785978563,,0.814769407,,,17.21821052,
2016-07-27,0.787044881,,0.953782384,,,17.28194755,
2016-07-28,0.785810817,,1.798254004,,,17.28354026,
2016-07-29,0.788866024,,2.011434248,,,17.2310322,
2016-07-30,0.74257912,,2.003288199,,,17.22847636,
2016-07-31,0.769291479,,1.728366191,,,17.18208153,
2016-08-01,0.758042945,,2.050062325,,,17.18197184,
2016-08-02,0.773978677,,1.353681493,,,17.22257471,
2016-08-03,0.781747642,,1.540184519,,,17.14941994,
2016-08-04,0.777995641,,1.871997938,,,17.16647846,
2016-08-05,0.729057896,,2.725315084,,,17.13885295,
2016-08-06,0.72357652,,2.635970246,,,17.12345355,
2016-08-07,0.764956138,,1.772586294,,,17.16260361,
2016-08-08,0.759963968,,1.106840208,,,17.14342519,
2016-08-09,0.718542358,,3.432934243,,,17.09928578,
2016-08-10,0.70802326,,4.328441694,,,17.14606513,
2016-08-11,0.806944405,,-0.000299472,,,17.14544961,
2016-08-12,,,,,,,
2016-08-13,,,,,,,
2016-08-14,0.721538631,,1.706774367,,,17.31789166,
2016-08-15,0.686257651,,3.094762799,,,17.31276215,
2016-08-16,0.692072289,,2.916226825,,,17.36789426,
2016-08-17,0.716091273,,1.755430232,,,17.38509537,
2016-08-18,0.67716274,,3.488521259,,,17.40345794,
2016-08-19,0.674180489,,3.363670464,,,17.40004197,
2016-08-20,0.719077906,,1.547344209,,,17.43064116,
2016-08-21,0.676356787,,3.180350631,,,17.4603218,
2016-08-22,0.652972766,,3.477029399,,,17.50955259,
2016-08-23,0.676168621,,2.092521034,,,17.52801198,
2016-08-24,0.657685779,,3.748850569,,,17.54224811,
2016-08-25,0.653318892,,3.905175907,,,17.54597763,
2016-08-26,0.705749668,,2.150208521,,,17.50502283,
2016-08-27,0.693490521,,3.794624755,,,17.5101122,
2016-08-28,0.68036183,,4.92540714,,,17.51301567,
2016-08-29,0.698117864,,3.836073416,,,17.54346019,
2016-08-30,0.727652186,,3.528350078,,,17.39887952,
2016-08-31,0.745673584,,2.784029296,,,17.4448074,
2016-09-01,0.725628443,,4.289888955,,,17.42543293,
2016-09-02,0.738592543,,3.167491174,,,17.32961159,
2016-09-03,0.782360788,,1.707863504,,,17.41139021,
2016-09-04,0.729745633,,4.622902128,,,17.43108703,
2016-09-05,0.761627364,,3.00657644,,,17.47137731,
2016-09-06,0.765538261,,3.156335978,,,17.47031449,
2016-09-07,0.745889629,,5.168190069,,,17.48311408,
2016-09-08,0.719276306,,5.258698313,,,17.48261077,
2016-09-09,0.699476866,,5.098069796,,,17.50614294,
2016-09-10,0.685911713,,4.95564656,,,17.51403184,
2016-09-11,0.726831885,,3.631727041,,,17.48000426,
2016-09-12,0.79899262,,1.370956978,,,17.50654397,
2016-09-13,0.680806776,,5.199835497,,,17.66723212,
2016-09-14,0.67507226,,6.192998217,,,17.6179229,
2016-09-15,0.656719132,,5.812050641,,,17.75339212,
2016-09-16,0.665390648,,3.417445725,,,17.82335455,
2016-09-17,0.658091515,,3.025291327,,,17.85588299,
2016-09-18,0.601408007,,5.722064576,,,17.86614192,
2016-09-19,0.632246745,,3.68709353,,,17.69702243,
2016-09-20,0.654454333,,3.700392125,,,17.74633516,
2016-09-21,0.622309251,,5.775919067,,,17.70525403,
2016-09-22,0.647626467,,2.906007106,,,17.78480211,
2016-09-23,0.611756606,,5.3452923,,,17.83090556,
2016-09-24,0.624353212,,4.515374516,,,17.89088713,
2016-09-25,0.627151976,,4.926736222,,,17.91984594,
2016-09-26,0.640338657,,3.369116395,,,17.82407581,
2016-09-27,0.660071796,,2.15868956,,,17.79179109,
2016-09-28,0.646537597,,3.553280229,,,17.94541078,
2016-09-29,0.584937163,,8.686218785,,,17.98698491,
2016-09-30,0.625566272,,4.994185167,,,17.98136948,
2016-10-01,0.631549121,,4.69054051,,,18.01274573,
2016-10-02,0.670859187,,3.158859116,,,17.99256551,
2016-10-03,0.65017869,,4.445319338,,,17.95077656,
2016-10-04,0.620722883,,4.971471743,,,17.93450495,
2016-10-05,0.616721435,,6.451842202,,,17.96923801,
2016-10-06,0.701191356,,2.392349358,,,17.95641585,
2016-10-07,0.644080334,,6.749155031,,,17.97980799,
2016-10-08,0.618724433,,6.334428916,,,17.99913201,
2016-10-09,0.639636716,,6.670947298,,,17.91837116,
2016-10-10,0.641120145,,6.448771507,,,17.95172888,
2016-10-11,0.603355951,,6.593650943,,,17.98681474,
2016-10-12,0.656134314,,2.711806521,,,18.01168352,
2016-10-13,0.592973725,,4.840045452,,,18.00048602,
2016-10-14,0.598886622,,4.656538078,,,17.96337241,
2016-10-15,0.592212472,,3.97642353,,,17.98311497,
2016-10-16,0.564617513,,5.852865011,,,17.98571901,
2016-10-17,0.577537944,,4.24579373,,,17.99783603,
2016-10-18,0.618410861,,3.389346081,,,18.05309707,
2016-10-19,0.604474706,,4.49213207,,,18.07319541,
2016-10-20,0.596409778,,3.812773236,,,18.11109093,
2016-10-21,0.550380126,,3.968599492,,,18.14187205,
2016-10-22,0.574616587,,3.055188748,,,18.10995217,
2016-10-23,0.633792199,,2.681189641,,,18.10056609,
2016-10-24,0.624579261,,2.636511657,,,18.09930431,
2016-10-25,0.56725065,,4.916907193,,,18.06914984,
2016-10-26,0.540461976,,4.501310263,,,18.04002219,
2016-10-27,0.566468548,,2.433659939,,,18.0495217,
2016-10-28,0.601959063,,2.29167952,,,18.05710653,
2016-10-29,0.586365834,,3.409460689,,,18.07232054,
2016-10-30,0.570125867,,3.750132489,,,18.08482516,
2016-10-31,0.578325549,,1.840271344,,,18.15386756,
2016-11-01,0.544496687,,3.309702621,,,18.13971209,
2016-11-02,0.523694357,,4.839306888,,,18.14161197,
2016-11-03,0.488508298,,4.921122738,,,18.18498892,
2016-11-04,0.499785199,,5.124806898,,,18.15722835,
2016-11-05,0.538145407,,5.091136722,,,18.01244204,
2016-11-06,0.555429593,,3.944947797,,,18.01921688,
2016-11-07,0.617175387,,1.73024548,,,18.00509481,
2016-11-08,0.600653245,,2.812293446,,,18.03613547,
2016-11-09,0.551576048,,5.338103553,,,18.03884253,
2016-11-10,0.585142633,,3.091015226,,,18.11559385,
2016-11-11,0.553161794,,4.969640692,,,18.06419832,
2016-11-12,0.551866694,,6.007678991,,,18.0846631,
2016-11-13,0.547249925,,6.190227696,,,18.06075681,
2016-11-14,0.541094883,,6.897629746,,,17.97262692,
2016-11-15,0.557182233,,4.419451013,,,17.996603,
2016-11-16,0.635353231,,2.23388015,,,18.00512225,
2016-11-17,0.620922536,,3.057143506,,,17.99041498,
2016-11-18,0.560757771,,7.817706211,,,17.95147994,
2016-11-19,0.569397348,,3.3712855,,,17.94496731,
2016-11-20,0.537295154,,5.199541781,,,17.90485299,
2016-11-21,0.548273492,,3.953014906,,,17.8846518,
2016-11-22,0.599549572,,2.470084637,,,17.79714606,
2016-11-23,0.557829735,,5.922514009,,,17.75064185,
2016-11-24,0.541978234,,4.823175899,,,17.72180404,
2016-11-25,0.39256384,,14.39287503,,,17.76559362,
2016-11-26,0.44910536,,9.509460518,,,17.60863735,
2016-11-27,0.415208669,,17.78606657,,,17.61502551,
2016-11-28,0.501125274,,8.186572172,,,17.72584017,
2016-11-29,0.427321757,,20.48855883,,,17.72102281,
2016-11-30,0.409650362,,19.06768287,,,17.70945562,
2016-12-01,0.396375745,,21.48740336,,,17.71296554,
2016-12-02,0.359599102,,18.69723329,,,17.72714624,
2016-12-03,0.341295512,,25.47125283,,,17.6792543,
2016-12-04,0.428747997,,10.29548288,,,17.66231176,
2016-12-05,0.377741278,,27.5636422,,,17.65879478,
2016-12-06,0.217409885,,18.93821318,,,,
2016-12-07,0.236148927,,13.54312882,,,,
2016-12-08,0.313919643,,14.94173636,,,,
2016-12-09,0.320299705,,20.60938622,,,,
2016-12-10,0.407623407,,12.90303653,,,,
2016-12-11,0.412221693,,14.96227614,,,,
2016-12-12,0.502462134,,10.60851897,,,,
2016-12-13,0.521826006,,7.629391062,,,,
2016-12-14,0.385958635,,22.13168741,,,,
2016-12-15,0.388978567,,18.90980601,,,,
2016-12-16,0.382623168,,20.29459498,,,,
2016-12-17,0.402204861,,19.02797653,,,,
2016-12-18,0.402995097,,18.45328288,,,,
2016-12-19,0.383237334,,18.04956952,,,,
2016-12-20,0.483925522,,21.45864136,,,,
2016-12-21,0.572778464,,13.84689619,,,,
2016-12-22,0.697543275,,6.903139735,,,,
2016-12-23,0.639842568,,15.48270294,,,,
2016-12-24,0.605637979,,17.11074543,,,,
2016-12-25,0.708906357,,8.654946533,,,,
2016-12-26,0.780651466,,10.09736878,,,,
2016-12-27,0.753819141,,15.99574411,,,,
2016-12-28,0.649021419,,21.23066721,,,,
2016-12-29,0.601211477,,14.31149852,,,,
2016-12-30,0.57218454,,15.80443705,,,,
2016-12-31,0.55105706,,14.87742746,,,,
2017-01-01,0.496040898,,18.5108612,,,,
2017-01-02,0.494286375,,18.1824171,,,,
2017-01-03,0.621030631,,12.90311359,,,,
2017-01-04,0.638354184,,16.13466102,,,,
2017-01-05,0.785385616,,7.655131921,,,,
2017-01-06,0.734728173,,16.16070695,,,,
2017-01-07,0.66408198,,13.60162097,,,,
2017-01-08,0.723874844,,13.23107183,,,,
2017-01-09,0.75470458,,12.16443616,,,,
2017-01-10,0.832567869,,11.51234702,,,,
2017-01-11,0.85548256,,10.39204508,,,,
2017-01-12,0.900670559,,9.944093029,,,,
2017-01-13,0.940860839,,7.525350884,,,,
2017-01-14,1.094244047,,6.365549689,,,,
2017-01-15,0.822896475,,21.2409162,,,,
2017-01-16,0.837665775,,12.67708318,,,,
2017-01-17,0.808185042,,14.59548154,,,,
2017-01-18,0.767938274,,14.67808557,,,,
2017-01-19,0.749147471,,12.23681789,,,,
2017-01-20,0.69596396,,17.42129927,,,,
2017-01-21,0.591903069,,20.72869013,,,,
2017-01-22,0.539300201,,22.92009848,,,,
2017-01-23,0.712876923,,7.490171098,,,,
2017-01-24,0.567184107,,18.36687714,,,,
2017-01-25,0.564840734,,14.65429622,,,,
2017-01-26,0.539672701,,17.62402024,,,,
2017-01-27,0.547790832,,13.79488035,,,,
2017-01-28,0.551332267,,14.61998192,,,,
2017-01-29,0.516410603,,17.04044174,,,,
2017-01-30,0.499466226,,15.00737572,,,,
2017-01-31,0.537389877,,9.904969687,,,,
2017-02-01,0.612414346,,5.996287096,,,,
2017-02-02,0.556319108,,11.69528219,,,,
2017-02-03,0.607541434,,9.354679779,,,,
2017-02-04,0.530560648,,10.14579825,,,,
2017-02-05,0.438299544,,16.08812948,,,,
2017-02-06,0.443825667,,10.51097569,,,,
2017-02-07,0.425508508,,9.919195111,,,,
2017-02-08,0.369843583,,14.97549365,,,,
2017-02-09,0.416817228,,8.872180791,,,,
2017-02-10,0.397397994,,13.47328345,,,,
2017-02-11,0.400252354,,13.81529652,,,,
2017-02-12,0.472754834,,9.422351215,,,,
2017-02-13,0.473777341,,12.29679291,,,,
2017-02-14,0.430286609,,13.67023915,,,,
2017-02-15,0.387789039,,16.08314808,,,,
2017-02-16,0.497900783,,5.13996977,,,,
2017-02-17,0.409952324,,15.7624539,,,,
2017-02-18,0.441430485,,8.313368014,,,,
2017-02-19,0.398190197,,12.91899407,,,,
2017-02-20,0.460163064,,8.744314521,,,,
2017-02-21,0.433612467,,11.19218941,,,,
2017-02-22,0.493738797,,9.727648708,,,,
2017-02-23,0.440788727,,12.86808784,,,,
2017-02-24,0.604470446,,3.453313852,,,,
2017-02-25,0.508908133,,9.505146893,,,,
2017-02-26,0.615741073,,5.955044921,,,,
2017-02-27,0.669159355,,4.118127906,,,,
2017-02-28,0.590379189,,7.588989319,,,,
2017-03-01,0.674049554,,4.508260704,,,,
2017-03-02,0.682915206,,4.775322343,,,,
2017-03-03,0.613562902,,6.846297257,,,,
2017-03-04,0.573919582,,7.442536242,,,,
2017-03-05,0.563949095,,7.65172307,,,,
2017-03-06,0.598494395,,5.66630668,,,,
2017-03-07,0.580994539,,6.816543691,,,,
2017-03-08,0.505407892,,7.113761069,,,,
2017-03-09,0.623828085,,2.765372353,,,,
2017-03-10,0.652284643,,3.636205083,,,,
2017-03-11,0.654925179,,4.514270772,,,,
2017-03-12,0.589327185,,6.622586513,,,,
2017-03-13,0.621496176,,4.565181544,,,,
2017-03-14,0.639478175,,3.2695055,,,,
2017-03-15,0.672459102,,2.627374908,,,,
2017-03-16,0.614617305,,5.246740294,,,,
2017-03-17,0.706957264,,2.766683456,,,,
2017-03-18,0.731489313,,2.020150581,,,,
2017-03-19,0.523218624,,5.256378385,,,,
2017-03-20,0.626880812,,2.84479142,,,,
2017-03-21,0.511251542,,6.239434248,,,,
2017-03-22,0.623399751,,2.381600474,,,,
2017-03-23,0.609944619,,2.471882511,,,,
2017-03-24,0.479661768,,5.667470864,,,,
2017-03-25,0.534806107,,2.795261933,,,,
2017-03-26,0.471382712,,4.95259096,,,,
2017-03-27,0.554685539,,2.235953164,,,,
2017-03-28,0.491930771,,4.424848697,,,,
2017-03-29,0.53679532,,2.764745737,,,,
2017-03-30,0.542349519,,2.634690502,,,,
2017-03-31,0.594599605,,1.577741334,,,,
2017-04-01,0.590064107,,1.217940287,,,,
2017-04-02,0.508324654,,3.817343966,,,,
2017-04-03,0.511250924,,4.376584248,,,,
2017-04-04,0.514723361,,4.558200708,,,,
2017-04-05,0.57866611,,2.654057431,,,,
2017-04-06,0.570243364,,3.685698557,,,,
2017-04-07,0.605217137,,2.305045774,,,,
2017-04-08,0.490349547,,5.092705458,,,,
2017-04-09,0.504934798,,,,,,
2017-04-10,0.532520707,,3.545710806,,,,
2017-04-11,0.562628154,,3.16306864,,,,
2017-04-12,0.559513949,,2.62057574,,,,
2017-04-13,0.59658481,,1.867858531,,,,
2017-04-14,0.571081884,,2.600952699,,,,
2017-04-15,0.59391033,,2.077255241,,,,
2017-04-16,0.579560647,,1.731186022,,,,
2017-04-17,0.549230836,,2.362293646,,,,
2017-04-18,0.500499307,,3.082025047,,,,
2017-04-19,0.493842935,,3.167142369,,,,
2017-04-20,0.473273133,,2.864866883,,,,
2017-04-21,0.514452792,,2.523315851,,,,
2017-04-22,0.510942626,,2.984763781,,,,
2017-04-23,0.524625227,,2.56842697,,,,
2017-04-24,0.556845907,,2.128927973,,,,
2017-04-25,0.608484177,,1.331209638,,,,
2017-04-26,0.476265084,,2.65959683,,,,
2017-04-27,0.526882301,,1.499758468,,,,
2017-04-28,0.478656375,,2.158885413,,,,
2017-04-29,0.437669889,,2.097173983,,,,
2017-04-30,0.506168232,,0.715204442,,,,
2017-05-01,0.431432079,,2.185908183,,,,
2017-05-02,0.437628413,,2.045793249,,,,
